,HP Category_x,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,HP Category_y,u.CAGI_3mths,d.CAGI_3mths,u.IR_3mths,d.IR_3mths,u.NonIR_3mths,d.NonIR_3mths,u.CAGI_6mths,d.CAGI_6mths,u.IR_6mths,d.IR_6mths,u.NonIR_6mths,d.NonIR_6mths
269,15 hp,2013,6,598.0,4102194.0,216.0,1318974.0,382.0,2783220.0,15 hp,612.6666666666666,4198192.0,204.0,1235084.6666666667,408.6666666666667,2963107.3333333335,591.6666666666666,4068701.3333333335,200.33333333333334,1219385.3333333333,391.3333333333333,2849316.0
270,15 hp,2013,7,646.0,4529640.0,226.0,1420988.0,420.0,3108652.0,15 hp,597.3333333333334,4116540.0,206.66666666666666,1277392.0,390.6666666666667,2839148.0,604.0,4180355.3333333335,207.0,1265373.3333333333,397.0,2914982.0
271,15 hp,2013,8,656.0,4597092.0,242.0,1499706.0,414.0,3097386.0,15 hp,633.3333333333334,4409642.0,228.0,1413222.6666666667,405.3333333333333,2996419.3333333335,622.3333333333334,4309767.333333333,219.33333333333334,1342732.0,403.0,2967035.3333333335
272,15 hp,2013,9,578.0,4047334.0,172.0,1010352.0,406.0,3036982.0,15 hp,626.6666666666666,4391355.333333333,213.33333333333334,1310348.6666666667,413.3333333333333,3081006.6666666665,619.6666666666666,4294773.666666667,208.66666666666666,1272716.6666666667,411.0,3022057.0
273,15 hp,2013,10,668.0,4893846.0,192.0,1267258.0,476.0,3626588.0,15 hp,634.0,4512757.333333333,202.0,1259105.3333333333,432.0,3253652.0,615.6666666666666,4314648.666666667,204.33333333333334,1268248.6666666667,411.3333333333333,3046400.0
274,15 hp,2013,11,532.0,3818488.0,180.0,1183020.0,352.0,2635468.0,15 hp,592.6666666666666,4253222.666666667,181.33333333333334,1153543.3333333333,411.3333333333333,3099679.3333333335,613.0,4331432.333333333,204.66666666666666,1283383.0,408.3333333333333,3048049.3333333335
275,15 hp,2013,12,610.0,4207686.0,238.0,1460806.0,372.0,2746880.0,15 hp,603.3333333333334,4306673.333333333,203.33333333333334,1303694.6666666667,400.0,3002978.6666666665,615.0,4349014.333333333,208.33333333333334,1307021.6666666667,406.6666666666667,3041992.6666666665
276,15 hp,2014,1,604.0,4173170.0,250.0,1542080.0,354.0,2631090.0,15 hp,582.0,4066448.0,222.66666666666666,1395302.0,359.3333333333333,2671146.0,608.0,4289602.666666667,212.33333333333334,1327203.6666666667,395.6666666666667,2962399.0
277,15 hp,2014,2,542.0,3844080.0,202.0,1209558.0,340.0,2634522.0,15 hp,585.3333333333334,4074978.6666666665,230.0,1404148.0,355.3333333333333,2670830.6666666665,589.0,4164100.6666666665,205.66666666666666,1278845.6666666667,383.3333333333333,2885255.0
278,15 hp,2014,3,664.0,4764282.0,186.0,1183006.0,478.0,3581276.0,15 hp,603.3333333333334,4260510.666666667,212.66666666666666,1311548.0,390.6666666666667,2948962.6666666665,603.3333333333334,4283592.0,208.0,1307621.3333333333,395.3333333333333,2975970.6666666665
279,15 hp,2014,4,610.0,4284312.0,220.0,1381214.0,390.0,2903098.0,15 hp,605.3333333333334,4297558.0,202.66666666666666,1257926.0,402.6666666666667,3039632.0,593.6666666666666,4182003.0,212.66666666666666,1326614.0,381.0,2855389.0
280,15 hp,2014,5,596.0,4213184.0,212.0,1346305.4,384.0,2866878.6,15 hp,623.3333333333334,4420592.666666667,206.0,1303508.4666666668,417.3333333333333,3117084.1999999997,604.3333333333334,4247785.666666667,218.0,1353828.2333333334,386.3333333333333,2893957.4333333336
281,15 hp,2014,6,620.0,4414090.0,190.0,1184603.12,430.0,3229486.88,15 hp,608.6666666666666,4303862.0,207.33333333333334,1304040.84,401.3333333333333,2999821.16,606.0,4282186.333333333,210.0,1307794.42,396.0,2974391.9133333336
282,15 hp,2014,7,0.0,0.0,0.0,0.0,0.0,0.0,15 hp,405.3333333333333,2875758.0,134.0,843636.1733333335,271.3333333333333,2032121.826666667,505.3333333333333,3586658.0,168.33333333333334,1050781.0866666667,337.0,2535876.9133333336
283,15 hp,2014,8,0.0,0.0,0.0,0.0,0.0,0.0,15 hp,206.66666666666666,1471363.3333333333,63.333333333333336,394867.70666666684,143.33333333333334,1076495.6266666667,415.0,2945978.0,134.66666666666666,849188.0866666666,280.3333333333333,2096789.9133333333
284,15 hp,2014,9,0.0,0.0,0.0,0.0,0.0,0.0,15 hp,0.0,0.0,0.0,1.5522042910257974e-10,0.0,1.5522042910257974e-10,304.3333333333333,2151931.0,103.66666666666667,652020.4199999999,200.66666666666666,1499910.58
285,15 hp,2014,10,0.0,0.0,0.0,0.0,0.0,0.0,15 hp,0.0,0.0,0.0,1.5522042910257974e-10,0.0,1.5522042910257974e-10,202.66666666666666,1437879.0,67.0,421818.0866666666,135.66666666666666,1016060.9133333334
286,15 hp,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,15 hp,0.0,0.0,0.0,1.5522042910257974e-10,0.0,1.5522042910257974e-10,103.33333333333333,735681.6666666666,31.666666666666668,197433.85333333327,71.66666666666667,538247.8133333334
287,15 hp,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,15 hp,0.0,0.0,0.0,1.5522042910257974e-10,0.0,1.5522042910257974e-10,0.0,0.0,0.0,0.0,0.0,7.761021455128987e-11
288,150 hp,2009,1,58.0,2492114.0,14.0,440014.0,44.0,2052100.0,150 hp,58.0,2492114.0,14.0,440014.0,44.0,2052100.0,58.0,2492114.0,14.0,440014.0,44.0,2052100.0
289,150 hp,2009,2,88.0,3686248.0,12.0,586346.0,76.0,3099902.0,150 hp,73.0,3089181.0,13.0,513180.0,60.0,2576001.0,73.0,3089181.0,13.0,513180.0,60.0,2576001.0
290,150 hp,2009,3,68.0,3047730.0,34.0,1600048.0,34.0,1447682.0,150 hp,71.33333333333333,3075364.0,20.0,875469.3333333334,51.333333333333336,2199894.6666666665,71.33333333333333,3075364.0,20.0,875469.3333333334,51.333333333333336,2199894.6666666665
291,150 hp,2009,4,70.0,2875864.0,18.0,700882.0,52.0,2174982.0,150 hp,75.33333333333333,3203280.6666666665,21.333333333333332,962425.3333333334,54.0,2240855.3333333335,71.0,3025489.0,19.5,831822.5,51.5,2193666.5
292,150 hp,2009,5,48.0,1755838.0,10.0,458878.0,38.0,1296960.0,150 hp,62.0,2559810.6666666665,20.666666666666668,919936.0,41.333333333333336,1639874.6666666667,66.4,2771558.8,17.6,757233.6,48.8,2014325.2
293,150 hp,2009,6,64.0,2509986.0,12.0,486226.0,52.0,2023760.0,150 hp,60.666666666666664,2380562.6666666665,13.333333333333334,548662.0,47.333333333333336,1831900.6666666667,66.0,2727963.3333333335,16.666666666666668,712065.6666666666,49.333333333333336,2015897.6666666667
294,150 hp,2009,7,44.0,1958110.0,4.0,173622.0,40.0,1784488.0,150 hp,52.0,2074644.6666666667,8.666666666666666,372908.6666666667,43.333333333333336,1701736.0,63.666666666666664,2638962.6666666665,15.0,667667.0,48.666666666666664,1971295.6666666667
295,150 hp,2009,8,46.0,1992030.0,10.0,391206.0,36.0,1600824.0,150 hp,51.333333333333336,2153375.3333333335,8.666666666666666,350351.3333333333,42.666666666666664,1803024.0,56.666666666666664,2356593.0,14.666666666666666,635143.6666666666,42.0,1721449.3333333333
296,150 hp,2009,9,66.0,2752898.0,6.0,247696.0,60.0,2505202.0,150 hp,52.0,2234346.0,6.666666666666667,270841.3333333333,45.333333333333336,1963504.6666666667,56.333333333333336,2307454.3333333335,10.0,409751.6666666667,46.333333333333336,1897702.6666666667
297,150 hp,2009,10,36.0,1481820.0,10.0,409738.0,26.0,1072082.0,150 hp,49.333333333333336,2075582.6666666667,8.666666666666666,349546.6666666667,40.666666666666664,1726036.0,50.666666666666664,2075113.6666666667,8.666666666666666,361227.6666666667,42.0,1713886.0
298,150 hp,2009,11,52.0,2312020.0,12.0,569966.0,40.0,1742054.0,150 hp,51.333333333333336,2182246.0,9.333333333333334,409133.3333333333,42.0,1773112.6666666667,51.333333333333336,2167810.6666666665,9.0,379742.3333333333,42.333333333333336,1788068.3333333333
299,150 hp,2009,12,66.0,2731088.0,10.0,364968.0,56.0,2366120.0,150 hp,51.333333333333336,2174976.0,10.666666666666666,448224.0,40.666666666666664,1726752.0,51.666666666666664,2204661.0,8.666666666666666,359532.6666666667,43.0,1845128.3333333333
300,150 hp,2010,1,38.0,1542390.0,14.0,607780.0,24.0,934610.0,150 hp,52.0,2195166.0,12.0,514238.0,40.0,1680928.0,50.666666666666664,2135374.3333333335,10.333333333333334,431892.3333333333,40.333333333333336,1703482.0
301,150 hp,2010,2,28.0,1088106.0,6.0,212392.0,22.0,875714.0,150 hp,44.0,1787194.6666666667,10.0,395046.6666666667,34.0,1392148.0,47.666666666666664,1984720.3333333333,9.666666666666666,402090.0,38.0,1582630.3333333333
302,150 hp,2010,3,70.0,2843468.0,22.0,881314.0,48.0,1962154.0,150 hp,45.333333333333336,1824654.6666666667,14.0,567162.0,31.333333333333332,1257492.6666666667,48.333333333333336,1999815.3333333333,12.333333333333334,507693.0,36.0,1492122.3333333333
303,150 hp,2010,4,56.0,2248198.0,8.0,361882.0,48.0,1886316.0,150 hp,51.333333333333336,2059924.0,12.0,485196.0,39.333333333333336,1574728.0,51.666666666666664,2127545.0,12.0,499717.0,39.666666666666664,1627828.0
304,150 hp,2010,5,74.0,2854254.0,18.0,679738.0,56.0,2174516.0,150 hp,66.66666666666667,2648640.0,16.0,640978.0,50.666666666666664,2007662.0,55.333333333333336,2217917.3333333335,13.0,518012.3333333333,42.333333333333336,1699905.0
305,150 hp,2010,6,62.0,2362362.0,8.0,308748.0,54.0,2053614.0,150 hp,64.0,2488271.3333333335,11.333333333333334,450122.6666666667,52.666666666666664,2038148.6666666667,54.666666666666664,2156463.0,12.666666666666666,508642.3333333333,42.0,1647820.6666666667
306,150 hp,2010,7,68.0,3248178.0,18.0,733230.0,50.0,2514948.0,150 hp,68.0,2821598.0,14.666666666666666,573905.3333333334,53.333333333333336,2247692.6666666665,59.666666666666664,2440761.0,13.333333333333334,529550.6666666666,46.333333333333336,1911210.3333333333
307,150 hp,2010,8,84.0,3625454.0,14.0,556606.0,70.0,3068848.0,150 hp,71.33333333333333,3078664.6666666665,13.333333333333334,532861.3333333334,58.0,2545803.3333333335,69.0,2863652.3333333335,14.666666666666666,586919.6666666666,54.333333333333336,2276732.6666666665
308,150 hp,2010,9,84.0,3324262.0,18.0,760526.0,66.0,2563736.0,150 hp,78.66666666666667,3399298.0,16.666666666666668,683454.0,62.0,2715844.0,71.33333333333333,2943784.6666666665,14.0,566788.3333333334,57.333333333333336,2376996.3333333335
309,150 hp,2010,10,74.0,3055972.0,16.0,688858.0,58.0,2367114.0,150 hp,80.66666666666667,3335229.3333333335,16.0,668663.3333333334,64.66666666666667,2666566.0,74.33333333333333,3078413.6666666665,15.333333333333334,621284.3333333334,59.0,2457129.3333333335
310,150 hp,2010,11,84.0,3711840.0,22.0,946544.0,62.0,2765296.0,150 hp,80.66666666666667,3364024.6666666665,18.666666666666668,798642.6666666666,62.0,2565382.0,76.0,3221344.6666666665,16.0,665752.0,60.0,2555592.6666666665
311,150 hp,2010,12,82.0,3691026.0,40.0,1681792.0,42.0,2009234.0,150 hp,80.0,3486279.3333333335,26.0,1105731.3333333333,54.0,2380548.0,79.33333333333333,3442788.6666666665,21.333333333333332,894592.6666666666,58.0,2548196.0
312,150 hp,2011,1,86.0,3665692.0,24.0,986626.0,62.0,2679066.0,150 hp,84.0,3689519.3333333335,28.666666666666668,1204987.3333333333,55.333333333333336,2484532.0,82.33333333333333,3512374.3333333335,22.333333333333332,936825.3333333334,60.0,2575549.0
313,150 hp,2011,2,88.0,3934066.0,26.0,1127510.0,62.0,2806556.0,150 hp,85.33333333333333,3763594.6666666665,30.0,1265309.3333333333,55.333333333333336,2498285.3333333335,83.0,3563809.6666666665,24.333333333333332,1031976.0,58.666666666666664,2531833.6666666665
314,150 hp,2011,3,94.0,4125476.0,18.0,824818.0,76.0,3300658.0,150 hp,89.33333333333333,3908411.3333333335,22.666666666666668,979651.3333333334,66.66666666666667,2928760.0,84.66666666666667,3697345.3333333335,24.333333333333332,1042691.3333333334,60.333333333333336,2654654.0
315,150 hp,2011,4,64.0,2946886.0,6.0,282910.0,58.0,2663976.0,150 hp,82.0,3668809.3333333335,16.666666666666668,745079.3333333334,65.33333333333333,2923730.0,83.0,3679164.3333333335,22.666666666666668,975033.3333333334,60.333333333333336,2704131.0
316,150 hp,2011,5,74.0,3241946.0,20.0,954144.0,54.0,2287802.0,150 hp,77.33333333333333,3438102.6666666665,14.666666666666666,687290.6666666666,62.666666666666664,2750812.0,81.33333333333333,3600848.6666666665,22.333333333333332,976300.0,59.0,2624548.6666666665
317,150 hp,2011,6,142.0,6565940.0,40.0,1861134.0,102.0,4704806.0,150 hp,93.33333333333333,4251590.666666667,22.0,1032729.3333333334,71.33333333333333,3218861.3333333335,91.33333333333333,4080001.0,22.333333333333332,1006190.3333333334,69.0,3073810.6666666665
318,150 hp,2011,7,68.0,3149640.0,16.0,709788.0,52.0,2439852.0,150 hp,94.66666666666667,4319175.333333333,25.333333333333332,1175022.0,69.33333333333333,3144153.3333333335,88.33333333333333,3993992.3333333335,21.0,960050.6666666666,67.33333333333333,3033941.6666666665
319,150 hp,2011,8,114.0,5205164.0,40.0,1903394.0,74.0,3301770.0,150 hp,108.0,4973581.333333333,32.0,1491438.6666666667,76.0,3482142.6666666665,92.66666666666667,4205842.0,23.333333333333332,1089364.6666666667,69.33333333333333,3116477.3333333335
320,150 hp,2011,9,92.0,4198274.0,26.0,1234260.0,66.0,2964014.0,150 hp,91.33333333333333,4184359.3333333335,27.333333333333332,1282480.6666666667,64.0,2901878.6666666665,92.33333333333333,4217975.0,24.666666666666668,1157605.0,67.66666666666667,3060370.0
321,150 hp,2011,10,114.0,5193772.0,18.0,798364.0,96.0,4395408.0,150 hp,106.66666666666667,4865736.666666667,28.0,1312006.0,78.66666666666667,3553730.6666666665,100.66666666666667,4592456.0,26.666666666666668,1243514.0,74.0,3348942.0
322,150 hp,2011,11,114.0,5039128.0,32.0,1355046.0,82.0,3684082.0,150 hp,106.66666666666667,4810391.333333333,25.333333333333332,1129223.3333333333,81.33333333333333,3681168.0,107.33333333333333,4891986.333333333,28.666666666666668,1310331.0,78.66666666666667,3581655.3333333335
323,150 hp,2011,12,114.0,5248360.0,28.0,1246732.0,86.0,4001628.0,150 hp,114.0,5160420.0,26.0,1133380.6666666667,88.0,4027039.3333333335,102.66666666666667,4672389.666666667,26.666666666666668,1207930.6666666667,76.0,3464459.0
324,150 hp,2012,1,70.0,2981200.0,14.0,618026.0,56.0,2363174.0,150 hp,99.33333333333333,4422896.0,24.666666666666668,1073268.0,74.66666666666667,3349628.0,103.0,4644316.333333333,26.333333333333332,1192637.0,76.66666666666667,3451679.3333333335
325,150 hp,2012,2,110.0,4674994.0,34.0,1530664.0,76.0,3144330.0,150 hp,98.0,4301518.0,25.333333333333332,1131807.3333333333,72.66666666666667,3169710.6666666665,102.33333333333333,4555954.666666667,25.333333333333332,1130515.3333333333,77.0,3425439.3333333335
326,150 hp,2012,3,114.0,5093682.0,24.0,1017800.0,90.0,4075882.0,150 hp,98.0,4249958.666666667,24.0,1055496.6666666667,74.0,3194462.0,106.0,4705189.333333333,25.0,1094438.6666666667,81.0,3610750.6666666665
327,150 hp,2012,4,108.0,5207966.0,10.0,454618.0,98.0,4753348.0,150 hp,110.66666666666667,4992214.0,22.666666666666668,1001027.3333333334,88.0,3991186.6666666665,105.0,4707555.0,23.666666666666668,1037147.6666666666,81.33333333333333,3670407.3333333335
328,150 hp,2012,5,126.0,5937798.0,34.0,1542872.0,92.0,4394926.0,150 hp,116.0,5413148.666666667,22.666666666666668,1005096.6666666666,93.33333333333333,4408052.0,107.0,4857333.333333333,24.0,1068452.0,83.0,3788881.3333333335
329,150 hp,2012,6,174.0,8405048.0,46.0,2022056.0,128.0,6382992.0,150 hp,136.0,6516937.333333333,30.0,1339848.6666666667,106.0,5177088.666666667,117.0,5383448.0,27.0,1197672.6666666667,90.0,4185775.3333333335
330,150 hp,2012,7,98.0,4580032.0,18.0,798078.0,80.0,3781954.0,150 hp,132.66666666666666,6307626.0,32.666666666666664,1454335.3333333333,100.0,4853290.666666667,121.66666666666667,5649920.0,27.666666666666668,1227681.3333333333,94.0,4422238.666666667
331,150 hp,2012,8,114.0,5299486.0,32.0,1357210.0,82.0,3942276.0,150 hp,128.66666666666666,6094855.333333333,32.0,1392448.0,96.66666666666667,4702407.333333333,122.33333333333333,5754002.0,27.333333333333332,1198772.3333333333,95.0,4555229.666666667
332,150 hp,2012,9,136.0,6391108.0,40.0,1649272.0,96.0,4741836.0,150 hp,116.0,5423542.0,30.0,1268186.6666666667,86.0,4155355.3333333335,126.0,5970239.666666667,30.0,1304017.6666666667,96.0,4666222.0
333,150 hp,2012,10,130.0,5779938.0,32.0,1448968.0,98.0,4330970.0,150 hp,126.66666666666667,5823510.666666667,34.666666666666664,1485150.0,92.0,4338360.666666667,129.66666666666666,6065568.333333333,33.666666666666664,1469742.6666666667,96.0,4595825.666666667
334,150 hp,2012,11,122.0,5433992.0,38.0,1754586.0,84.0,3679406.0,150 hp,129.33333333333334,5868346.0,36.666666666666664,1617608.6666666667,92.66666666666667,4250737.333333333,129.0,5981600.666666667,34.333333333333336,1505028.3333333333,94.66666666666667,4476572.333333333
335,150 hp,2012,12,144.0,6275086.0,36.0,1522060.0,108.0,4753026.0,150 hp,132.0,5829672.0,35.333333333333336,1575204.6666666667,96.66666666666667,4254467.333333333,124.0,5626607.0,32.666666666666664,1421695.6666666667,91.33333333333333,4204911.333333333
336,150 hp,2013,1,102.0,4397808.0,24.0,1061700.0,78.0,3336108.0,150 hp,122.66666666666667,5368962.0,32.666666666666664,1446115.3333333333,90.0,3922846.6666666665,124.66666666666667,5596236.333333333,33.666666666666664,1465632.6666666667,91.0,4130603.6666666665
337,150 hp,2013,2,102.0,4756700.0,34.0,1626810.0,68.0,3129890.0,150 hp,116.0,5143198.0,31.333333333333332,1403523.3333333333,84.66666666666667,3739674.6666666665,122.66666666666667,5505772.0,34.0,1510566.0,88.66666666666667,3995206.0
338,150 hp,2013,3,160.0,7255746.0,50.0,2238016.0,110.0,5017730.0,150 hp,121.33333333333333,5470084.666666667,36.0,1642175.3333333333,85.33333333333333,3827909.3333333335,126.66666666666667,5649878.333333333,35.666666666666664,1608690.0,91.0,4041188.3333333335
339,150 hp,2013,4,126.0,6275940.0,32.0,1530478.0,94.0,4745462.0,150 hp,129.33333333333334,6096128.666666667,38.666666666666664,1798434.6666666667,90.66666666666667,4297694.0,126.0,5732545.333333333,35.666666666666664,1622275.0,90.33333333333333,4110270.3333333335
340,150 hp,2013,5,116.0,5176388.0,40.0,1731822.0,76.0,3444566.0,150 hp,134.0,6236024.666666667,40.666666666666664,1833438.6666666667,93.33333333333333,4402586.0,125.0,5689611.333333333,36.0,1618481.0,89.0,4071130.3333333335
341,150 hp,2013,6,122.0,5217916.0,34.0,1423020.0,88.0,3794896.0,150 hp,121.33333333333333,5556748.0,35.333333333333336,1561773.3333333333,86.0,3994974.6666666665,121.33333333333333,5513416.333333333,35.666666666666664,1601974.3333333333,85.66666666666667,3911442.0
342,150 hp,2013,7,126.0,5759588.0,44.0,1908470.0,82.0,3851118.0,150 hp,121.33333333333333,5384630.666666667,39.333333333333336,1687770.6666666667,82.0,3696860.0,125.33333333333333,5740379.666666667,39.0,1743102.6666666667,86.33333333333333,3997277.0
343,150 hp,2013,8,144.0,6350702.0,46.0,1993476.0,98.0,4357226.0,150 hp,130.66666666666666,5776068.666666667,41.333333333333336,1774988.6666666667,89.33333333333333,4001080.0,132.33333333333334,6006046.666666667,41.0,1804213.6666666667,91.33333333333333,4201833.0
344,150 hp,2013,9,114.0,5199446.0,32.0,1500988.0,82.0,3698458.0,150 hp,128.0,5769912.0,40.666666666666664,1800978.0,87.33333333333333,3968934.0,124.66666666666667,5663330.0,38.0,1681375.6666666667,86.66666666666667,3981954.3333333335
345,150 hp,2013,10,110.0,4676090.0,32.0,1468402.0,78.0,3207688.0,150 hp,122.66666666666667,5408746.0,36.666666666666664,1654288.6666666667,86.0,3754457.3333333335,122.0,5396688.333333333,38.0,1671029.6666666667,84.0,3725658.6666666665
346,150 hp,2013,11,116.0,5357318.0,40.0,1836176.0,76.0,3521142.0,150 hp,113.33333333333333,5077618.0,34.666666666666664,1601855.3333333333,78.66666666666667,3475762.6666666665,122.0,5426843.333333333,38.0,1688422.0,84.0,3738421.3333333335
347,150 hp,2013,12,118.0,5721512.0,30.0,1445000.0,88.0,4276512.0,150 hp,114.66666666666667,5251640.0,34.0,1583192.6666666667,80.66666666666667,3668447.3333333335,121.33333333333333,5510776.0,37.333333333333336,1692085.3333333333,84.0,3818690.6666666665
348,150 hp,2014,1,102.0,4720988.0,18.0,846402.0,84.0,3874586.0,150 hp,112.0,5266606.0,29.333333333333332,1375859.3333333333,82.66666666666667,3890746.6666666665,117.33333333333333,5337676.0,33.0,1515074.0,84.33333333333333,3822602.0
349,150 hp,2014,2,74.0,3226870.0,18.0,848890.0,56.0,2377980.0,150 hp,98.0,4556456.666666667,22.0,1046764.0,76.0,3509692.6666666665,105.66666666666667,4817037.333333333,28.333333333333332,1324309.6666666667,77.33333333333333,3492727.6666666665
350,150 hp,2014,3,124.0,5944552.0,34.0,1719732.0,90.0,4224820.0,150 hp,100.0,4630803.333333333,23.333333333333332,1138341.3333333333,76.66666666666667,3492462.0,107.33333333333333,4941221.666666667,28.666666666666668,1360767.0,78.66666666666667,3580454.6666666665
351,150 hp,2014,4,126.0,6194404.0,22.0,1024034.0,104.0,5170370.0,150 hp,108.0,5121942.0,24.666666666666668,1197552.0,83.33333333333333,3924390.0,110.0,5194274.0,27.0,1286705.6666666667,83.0,3907568.3333333335
352,150 hp,2014,5,108.0,5210268.0,20.0,890629.2,88.0,4319638.8,150 hp,119.33333333333333,5783074.666666667,25.333333333333332,1211465.0666666667,94.0,4571609.600000001,108.66666666666667,5169765.666666667,23.666666666666668,1129114.5333333332,85.0,4040651.1333333333
353,150 hp,2014,6,140.0,6087262.0,32.0,1487743.6,108.0,4599518.4,150 hp,124.66666666666667,5830644.666666667,24.666666666666668,1134135.6000000003,100.0,4696509.066666667,112.33333333333333,5230724.0,24.0,1136238.4666666666,88.33333333333333,4094485.5333333337
354,150 hp,2014,7,0.0,0.0,0.0,0.0,0.0,0.0,150 hp,82.66666666666667,3765843.3333333335,17.333333333333332,792790.9333333336,65.33333333333333,2973052.400000001,95.33333333333333,4443892.666666667,21.0,995171.4666666664,74.33333333333333,3448721.2000000007
355,150 hp,2014,8,0.0,0.0,0.0,0.0,0.0,0.0,150 hp,46.666666666666664,2029087.3333333333,10.666666666666666,495914.5333333336,36.0,1533172.800000001,83.0,3906081.0,18.0,853689.7999999998,65.0,3052391.2000000007
356,150 hp,2014,9,0.0,0.0,0.0,0.0,0.0,0.0,150 hp,0.0,0.0,0.0,2.3283064365386963e-10,0.0,9.313225746154785e-10,62.333333333333336,2915322.3333333335,12.333333333333334,567067.7999999998,50.0,2348254.5333333337
357,150 hp,2014,10,0.0,0.0,0.0,0.0,0.0,0.0,150 hp,0.0,0.0,0.0,2.3283064365386963e-10,0.0,9.313225746154785e-10,41.333333333333336,1882921.6666666667,8.666666666666666,396395.4666666665,32.666666666666664,1486526.2000000004
358,150 hp,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,150 hp,0.0,0.0,0.0,2.3283064365386963e-10,0.0,9.313225746154785e-10,23.333333333333332,1014543.6666666666,5.333333333333333,247957.2666666665,18.0,766586.4000000005
359,150 hp,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,150 hp,0.0,0.0,0.0,2.3283064365386963e-10,0.0,9.313225746154785e-10,0.0,0.0,0.0,0.0,0.0,4.656612873077393e-10
360,20 hp,2009,1,210.0,1841288.0,66.0,673982.0,144.0,1167306.0,20 hp,210.0,1841288.0,66.0,673982.0,144.0,1167306.0,210.0,1841288.0,66.0,673982.0,144.0,1167306.0
361,20 hp,2009,2,158.0,1413356.0,34.0,324760.0,124.0,1088596.0,20 hp,184.0,1627322.0,50.0,499371.0,134.0,1127951.0,184.0,1627322.0,50.0,499371.0,134.0,1127951.0
362,20 hp,2009,3,194.0,1639288.0,36.0,354208.0,158.0,1285080.0,20 hp,187.33333333333334,1631310.6666666667,45.333333333333336,450983.3333333333,142.0,1180327.3333333333,187.33333333333334,1631310.6666666667,45.333333333333336,450983.3333333333,142.0,1180327.3333333333
363,20 hp,2009,4,158.0,1410388.0,48.0,460504.0,110.0,949884.0,20 hp,170.0,1487677.3333333333,39.333333333333336,379824.0,130.66666666666666,1107853.3333333333,180.0,1576080.0,46.0,453363.5,134.0,1122716.5
364,20 hp,2009,5,136.0,1249870.0,36.0,342884.0,100.0,906986.0,20 hp,162.66666666666666,1433182.0,40.0,385865.3333333333,122.66666666666667,1047316.6666666666,171.2,1510838.0,44.0,431267.6,127.2,1079570.4
365,20 hp,2009,6,194.0,1723896.0,48.0,408908.0,146.0,1314988.0,20 hp,162.66666666666666,1461384.6666666667,44.0,404098.6666666667,118.66666666666667,1057286.0,175.0,1546347.6666666667,44.666666666666664,427541.0,130.33333333333334,1118806.6666666667
366,20 hp,2009,7,128.0,1212438.0,30.0,322500.0,98.0,889938.0,20 hp,152.66666666666666,1395401.3333333333,38.0,358097.3333333333,114.66666666666667,1037304.0,161.33333333333334,1441539.3333333333,38.666666666666664,368960.6666666667,122.66666666666667,1072578.6666666667
367,20 hp,2009,8,124.0,1165336.0,24.0,257456.0,100.0,907880.0,20 hp,148.66666666666666,1367223.3333333333,34.0,329621.3333333333,114.66666666666667,1037602.0,155.66666666666666,1400202.6666666667,37.0,357743.3333333333,118.66666666666667,1042459.3333333334
368,20 hp,2009,9,198.0,1678182.0,54.0,509736.0,144.0,1168446.0,20 hp,150.0,1351985.3333333333,36.0,363230.6666666667,114.0,988754.6666666666,156.33333333333334,1406685.0,40.0,383664.6666666667,116.33333333333333,1023020.3333333334
369,20 hp,2009,10,174.0,1495158.0,24.0,215426.0,150.0,1279732.0,20 hp,165.33333333333334,1446225.3333333333,34.0,327539.3333333333,131.33333333333334,1118686.0,159.0,1420813.3333333333,36.0,342818.3333333333,123.0,1077995.0
370,20 hp,2009,11,118.0,1024890.0,38.0,346784.0,80.0,678106.0,20 hp,163.33333333333334,1399410.0,38.666666666666664,357315.3333333333,124.66666666666667,1042094.6666666666,156.0,1383316.6666666667,36.333333333333336,343468.3333333333,119.66666666666667,1039848.3333333334
371,20 hp,2009,12,184.0,1589024.0,28.0,233174.0,156.0,1355850.0,20 hp,158.66666666666666,1369690.6666666667,30.0,265128.0,128.66666666666666,1104562.6666666667,154.33333333333334,1360838.0,33.0,314179.3333333333,121.33333333333333,1046658.6666666666
372,20 hp,2010,1,156.0,1386718.0,50.0,476334.0,106.0,910384.0,20 hp,152.66666666666666,1333544.0,38.666666666666664,352097.3333333333,114.0,981446.6666666666,159.0,1389884.6666666667,36.333333333333336,339818.3333333333,122.66666666666667,1050066.3333333333
373,20 hp,2010,2,100.0,846000.0,24.0,219026.0,76.0,626974.0,20 hp,146.66666666666666,1273914.0,34.0,309511.3333333333,112.66666666666667,964402.6666666666,155.0,1336662.0,36.333333333333336,333413.3333333333,118.66666666666667,1003248.6666666666
374,20 hp,2010,3,214.0,1827354.0,50.0,466146.0,164.0,1361208.0,20 hp,156.66666666666666,1353357.3333333333,41.333333333333336,387168.6666666667,115.33333333333333,966188.6666666666,157.66666666666666,1361524.0,35.666666666666664,326148.3333333333,122.0,1035375.6666666666
