,HP Category_x,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,HP Category_y,u.CAGI_3mths,d.CAGI_3mths,u.IR_3mths,d.IR_3mths,u.NonIR_3mths,d.NonIR_3mths,u.CAGI_6mths,d.CAGI_6mths,u.IR_6mths,d.IR_6mths,u.NonIR_6mths,d.NonIR_6mths
1078,5 hp & less,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,5 hp & less,0.0,0.0,0.0,3.8805107275644936e-11,0.0,7.761021455128987e-11,79.66666666666667,248204.33333333334,9.333333333333334,38253.14333333333,70.33333333333333,209951.19000000003
1079,5 hp & less,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,5 hp & less,0.0,0.0,0.0,3.8805107275644936e-11,0.0,7.761021455128987e-11,0.0,0.0,0.0,0.0,0.0,3.8805107275644936e-11
1080,50 hp,2009,1,254.0,3919802.0,44.0,551990.0,210.0,3367812.0,50 hp,254.0,3919802.0,44.0,551990.0,210.0,3367812.0,254.0,3919802.0,44.0,551990.0,210.0,3367812.0
1081,50 hp,2009,2,280.0,4617738.0,52.0,712264.0,228.0,3905474.0,50 hp,267.0,4268770.0,48.0,632127.0,219.0,3636643.0,267.0,4268770.0,48.0,632127.0,219.0,3636643.0
1082,50 hp,2009,3,256.0,3933052.0,56.0,742090.0,200.0,3190962.0,50 hp,263.3333333333333,4156864.0,50.666666666666664,668781.3333333334,212.66666666666666,3488082.6666666665,263.3333333333333,4156864.0,50.666666666666664,668781.3333333334,212.66666666666666,3488082.6666666665
1083,50 hp,2009,4,204.0,3075318.0,54.0,730098.0,150.0,2345220.0,50 hp,246.66666666666666,3875369.3333333335,54.0,728150.6666666666,192.66666666666666,3147218.6666666665,248.5,3886477.5,51.5,684110.5,197.0,3202367.0
1084,50 hp,2009,5,182.0,2647176.0,44.0,580438.0,138.0,2066738.0,50 hp,214.0,3218515.3333333335,51.333333333333336,684208.6666666666,162.66666666666666,2534306.6666666665,235.2,3638617.2,50.0,663376.0,185.2,2975241.2
1085,50 hp,2009,6,192.0,2964310.0,44.0,552770.0,148.0,2411540.0,50 hp,192.66666666666666,2895601.3333333335,47.333333333333336,621102.0,145.33333333333334,2274499.3333333335,228.0,3526232.6666666665,49.0,644941.6666666666,179.0,2881291.0
1086,50 hp,2009,7,150.0,2259956.0,30.0,382482.0,120.0,1877474.0,50 hp,174.66666666666666,2623814.0,39.333333333333336,505230.0,135.33333333333334,2118584.0,210.66666666666666,3249591.6666666665,46.666666666666664,616690.3333333334,164.0,2632901.3333333335
1087,50 hp,2009,8,182.0,2767058.0,50.0,609688.0,132.0,2157370.0,50 hp,174.66666666666666,2663774.6666666665,41.333333333333336,514980.0,133.33333333333334,2148794.6666666665,194.33333333333334,2941145.0,46.333333333333336,599594.3333333334,148.0,2341550.6666666665
1088,50 hp,2009,9,204.0,3001366.0,38.0,489476.0,166.0,2511890.0,50 hp,178.66666666666666,2676126.6666666665,39.333333333333336,493882.0,139.33333333333334,2182244.6666666665,185.66666666666666,2785864.0,43.333333333333336,557492.0,142.33333333333334,2228372.0
1089,50 hp,2009,10,230.0,3249418.0,66.0,831090.0,164.0,2418328.0,50 hp,205.33333333333334,3005947.3333333335,51.333333333333336,643418.0,154.0,2362529.3333333335,190.0,2814880.6666666665,45.333333333333336,574324.0,144.66666666666666,2240556.6666666665
1090,50 hp,2009,11,300.0,4563970.0,54.0,794846.0,246.0,3769124.0,50 hp,244.66666666666666,3604918.0,52.666666666666664,705137.3333333334,192.0,2899780.6666666665,209.66666666666666,3134346.3333333335,47.0,610058.6666666666,162.66666666666666,2524287.6666666665
1091,50 hp,2009,12,260.0,3948676.0,66.0,811738.0,194.0,3136938.0,50 hp,263.3333333333333,3920688.0,62.0,812558.0,201.33333333333334,3108130.0,221.0,3298407.3333333335,50.666666666666664,653220.0,170.33333333333334,2645187.3333333335
1092,50 hp,2010,1,258.0,3706320.0,62.0,792698.0,196.0,2913622.0,50 hp,272.6666666666667,4072988.6666666665,60.666666666666664,799760.6666666666,212.0,3273228.0,239.0,3539468.0,56.0,721589.3333333334,183.0,2817878.6666666665
1093,50 hp,2010,2,242.0,3668928.0,48.0,625126.0,194.0,3043802.0,50 hp,253.33333333333334,3774641.3333333335,58.666666666666664,743187.3333333334,194.66666666666666,3031454.0,249.0,3689779.6666666665,55.666666666666664,724162.3333333334,193.33333333333334,2965617.3333333335
1094,50 hp,2010,3,312.0,4819784.0,78.0,1115556.0,234.0,3704228.0,50 hp,270.6666666666667,4065010.6666666665,62.666666666666664,844460.0,208.0,3220550.6666666665,267.0,3992849.3333333335,62.333333333333336,828509.0,204.66666666666666,3164340.3333333335
1095,50 hp,2010,4,258.0,3728810.0,56.0,714434.0,202.0,3014376.0,50 hp,270.6666666666667,4072507.3333333335,60.666666666666664,818372.0,210.0,3254135.3333333335,271.6666666666667,4072748.0,60.666666666666664,809066.3333333334,211.0,3263681.6666666665
1096,50 hp,2010,5,250.0,3663198.0,54.0,766072.0,196.0,2897126.0,50 hp,273.3333333333333,4070597.3333333335,62.666666666666664,865354.0,210.66666666666666,3205243.3333333335,263.3333333333333,3922619.3333333335,60.666666666666664,804270.6666666666,202.66666666666666,3118348.6666666665
1097,50 hp,2010,6,262.0,3958512.0,54.0,673610.0,208.0,3284902.0,50 hp,256.6666666666667,3783506.6666666665,54.666666666666664,718038.6666666666,202.0,3065468.0,263.6666666666667,3924258.6666666665,58.666666666666664,781249.3333333334,205.0,3143009.3333333335
1098,50 hp,2010,7,302.0,4450874.0,74.0,997092.0,228.0,3453782.0,50 hp,271.3333333333333,4024194.6666666665,60.666666666666664,812258.0,210.66666666666666,3211936.6666666665,271.0,4048351.0,60.666666666666664,815315.0,210.33333333333334,3233036.0
1099,50 hp,2010,8,332.0,5139688.0,92.0,1331882.0,240.0,3807806.0,50 hp,298.6666666666667,4516358.0,73.33333333333333,1000861.3333333334,225.33333333333334,3515496.6666666665,286.0,4293477.666666667,68.0,933107.6666666666,218.0,3360370.0
1100,50 hp,2010,9,398.0,6276814.0,92.0,1205316.0,306.0,5071498.0,50 hp,344.0,5289125.333333333,86.0,1178096.6666666667,258.0,4111028.6666666665,300.3333333333333,4536316.0,70.33333333333333,948067.6666666666,230.0,3588248.3333333335
1101,50 hp,2010,10,306.0,4461952.0,50.0,710260.0,256.0,3751692.0,50 hp,345.3333333333333,5292818.0,78.0,1082486.0,267.3333333333333,4210332.0,308.3333333333333,4658506.333333333,69.33333333333333,947372.0,239.0,3711134.3333333335
1102,50 hp,2010,11,362.0,5597840.0,82.0,1103704.0,280.0,4494136.0,50 hp,355.3333333333333,5445535.333333333,74.66666666666667,1006426.6666666666,280.6666666666667,4439108.666666667,327.0,4980946.666666667,74.0,1003644.0,253.0,3977302.6666666665
1103,50 hp,2010,12,384.0,5882374.0,116.0,1560708.0,268.0,4321666.0,50 hp,350.6666666666667,5314055.333333333,82.66666666666667,1124890.6666666667,268.0,4189164.6666666665,347.3333333333333,5301590.333333333,84.33333333333333,1151493.6666666667,263.0,4150096.6666666665
1104,50 hp,2011,1,302.0,4548274.0,38.0,478356.0,264.0,4069918.0,50 hp,349.3333333333333,5342829.333333333,78.66666666666667,1047589.3333333334,270.6666666666667,4295240.0,347.3333333333333,5317823.666666667,78.33333333333333,1065037.6666666667,269.0,4252786.0
1105,50 hp,2011,2,302.0,4753918.0,62.0,863758.0,240.0,3890160.0,50 hp,329.3333333333333,5061522.0,72.0,967607.3333333334,257.3333333333333,4093914.6666666665,342.3333333333333,5253528.666666667,73.33333333333333,987017.0,269.0,4266511.666666667
1106,50 hp,2011,3,406.0,6518150.0,88.0,1285378.0,318.0,5232772.0,50 hp,336.6666666666667,5273447.333333333,62.666666666666664,875830.6666666666,274.0,4397616.666666667,343.6666666666667,5293751.333333333,72.66666666666667,1000360.6666666666,271.0,4293390.666666667
1107,50 hp,2011,4,306.0,5194048.0,64.0,944776.0,242.0,4249272.0,50 hp,338.0,5488705.333333333,71.33333333333333,1031304.0,266.6666666666667,4457401.333333333,343.6666666666667,5415767.333333333,75.0,1039446.6666666666,268.6666666666667,4376320.666666667
1108,50 hp,2011,5,356.0,6135070.0,72.0,1097874.0,284.0,5037196.0,50 hp,356.0,5949089.333333333,74.66666666666667,1109342.6666666667,281.3333333333333,4839746.666666667,342.6666666666667,5505305.666666667,73.33333333333333,1038475.0,269.3333333333333,4466830.666666667
1109,50 hp,2011,6,370.0,6131964.0,102.0,1427012.0,268.0,4704952.0,50 hp,344.0,5820360.666666667,79.33333333333333,1156554.0,264.6666666666667,4663806.666666667,340.3333333333333,5546904.0,71.0,1016192.3333333334,269.3333333333333,4530711.666666667
1110,50 hp,2011,7,346.0,5451130.0,74.0,1005558.0,272.0,4445572.0,50 hp,357.3333333333333,5906054.666666667,82.66666666666667,1176814.6666666667,274.6666666666667,4729240.0,347.6666666666667,5697380.0,77.0,1104059.3333333333,270.6666666666667,4593320.666666667
1111,50 hp,2011,8,366.0,5844584.0,84.0,1258978.0,282.0,4585606.0,50 hp,360.6666666666667,5809226.0,86.66666666666667,1230516.0,274.0,4578710.0,358.3333333333333,5879157.666666667,80.66666666666667,1169929.3333333333,277.6666666666667,4709228.333333333
1112,50 hp,2011,9,358.0,5595192.0,72.0,1082584.0,286.0,4512608.0,50 hp,356.6666666666667,5630302.0,76.66666666666667,1115706.6666666667,280.0,4514595.333333333,350.3333333333333,5725331.333333333,78.0,1136130.3333333333,272.3333333333333,4589201.0
1113,50 hp,2011,10,362.0,5936086.0,68.0,989222.0,294.0,4946864.0,50 hp,362.0,5791954.0,74.66666666666667,1110261.3333333333,287.3333333333333,4681692.666666667,359.6666666666667,5849004.333333333,78.66666666666667,1143538.0,281.0,4705466.333333333
1114,50 hp,2011,11,370.0,5937344.0,80.0,1122386.0,290.0,4814958.0,50 hp,363.3333333333333,5822874.0,73.33333333333333,1064730.6666666667,290.0,4758143.333333333,362.0,5816050.0,80.0,1147623.3333333333,282.0,4668426.666666667
1115,50 hp,2011,12,384.0,6391002.0,78.0,1149494.0,306.0,5241508.0,50 hp,372.0,6088144.0,75.33333333333333,1087034.0,296.6666666666667,5001110.0,364.3333333333333,5859223.0,76.0,1101370.3333333333,288.3333333333333,4757852.666666667
1116,50 hp,2012,1,336.0,5687754.0,46.0,569284.0,290.0,5118470.0,50 hp,363.3333333333333,6005366.666666667,68.0,947054.6666666666,295.3333333333333,5058312.0,362.6666666666667,5898660.333333333,71.33333333333333,1028658.0,291.3333333333333,4870002.333333333
1117,50 hp,2012,2,370.0,6007770.0,50.0,623634.0,320.0,5384136.0,50 hp,363.3333333333333,6028842.0,58.0,780804.0,305.3333333333333,5248038.0,363.3333333333333,5925858.0,65.66666666666667,922767.3333333334,297.6666666666667,5003090.666666667
1118,50 hp,2012,3,476.0,7804960.0,82.0,1090412.0,394.0,6714548.0,50 hp,394.0,6500161.333333333,59.333333333333336,761110.0,334.6666666666667,5739051.333333333,383.0,6294152.666666667,67.33333333333333,924072.0,315.6666666666667,5370080.666666667
1119,50 hp,2012,4,326.0,5451968.0,54.0,700008.0,272.0,4751960.0,50 hp,390.6666666666667,6421566.0,62.0,804684.6666666666,328.6666666666667,5616881.333333333,377.0,6213466.333333333,65.0,875869.6666666666,312.0,5337596.666666667
1120,50 hp,2012,5,384.0,6575804.0,56.0,889562.0,328.0,5686242.0,50 hp,395.3333333333333,6610910.666666667,64.0,893327.3333333334,331.3333333333333,5717583.333333333,379.3333333333333,6319876.333333333,61.0,837065.6666666666,318.3333333333333,5482810.666666667
1121,50 hp,2012,6,450.0,7357734.0,122.0,1765102.0,328.0,5592632.0,50 hp,386.6666666666667,6461835.333333333,77.33333333333333,1118224.0,309.3333333333333,5343611.333333333,390.3333333333333,6480998.333333333,68.33333333333333,939667.0,322.0,5541331.333333333
1122,50 hp,2012,7,370.0,5972956.0,70.0,1009714.0,300.0,4963242.0,50 hp,401.3333333333333,6635498.0,82.66666666666667,1221459.3333333333,318.6666666666667,5414038.666666667,396.0,6528532.0,72.33333333333333,1013072.0,323.6666666666667,5515460.0
1123,50 hp,2012,8,376.0,6084158.0,82.0,1116374.0,294.0,4967784.0,50 hp,398.6666666666667,6471616.0,91.33333333333333,1297063.3333333333,307.3333333333333,5174552.666666667,397.0,6541263.333333333,77.66666666666667,1095195.3333333333,319.3333333333333,5446068.0
1124,50 hp,2012,9,372.0,6081534.0,54.0,794114.0,318.0,5287420.0,50 hp,372.6666666666667,6046216.0,68.66666666666667,973400.6666666666,304.0,5072815.333333333,379.6666666666667,6254025.666666667,73.0,1045812.3333333334,306.6666666666667,5208213.333333333
1125,50 hp,2012,10,368.0,6196544.0,82.0,1199434.0,286.0,4997110.0,50 hp,372.0,6120745.333333333,72.66666666666667,1036640.6666666666,299.3333333333333,5084104.666666667,386.6666666666667,6378121.666666667,77.66666666666667,1129050.0,309.0,5249071.666666667
1126,50 hp,2012,11,404.0,6831908.0,94.0,1364836.0,310.0,5467072.0,50 hp,381.3333333333333,6369995.333333333,76.66666666666667,1119461.3333333333,304.6666666666667,5250534.0,390.0,6420805.666666667,84.0,1208262.3333333333,306.0,5212543.333333333
1127,50 hp,2012,12,414.0,6929066.0,70.0,1033880.0,344.0,5895186.0,50 hp,395.3333333333333,6652506.0,82.0,1199383.3333333333,313.3333333333333,5453122.666666667,384.0,6349361.0,75.33333333333333,1086392.0,308.6666666666667,5262969.0
1128,50 hp,2013,1,380.0,6472808.0,76.0,1153892.0,304.0,5318916.0,50 hp,399.3333333333333,6744594.0,80.0,1184202.6666666667,319.3333333333333,5560391.333333333,385.6666666666667,6432669.666666667,76.33333333333333,1110421.6666666667,309.3333333333333,5322248.0
1129,50 hp,2013,2,344.0,5688872.0,92.0,1310192.0,252.0,4378680.0,50 hp,379.3333333333333,6363582.0,79.33333333333333,1165988.0,300.0,5197594.0,380.3333333333333,6366788.666666667,78.0,1142724.6666666667,302.3333333333333,5224064.0
1130,50 hp,2013,3,354.0,5865186.0,66.0,978798.0,288.0,4886388.0,50 hp,359.3333333333333,6008955.333333333,78.0,1147627.3333333333,281.3333333333333,4861328.0,377.3333333333333,6330730.666666667,80.0,1173505.3333333333,297.3333333333333,5157225.333333333
1131,50 hp,2013,4,390.0,6573460.0,74.0,1210636.0,316.0,5362824.0,50 hp,362.6666666666667,6042506.0,77.33333333333333,1166542.0,285.3333333333333,4875964.0,381.0,6393550.0,78.66666666666667,1175372.3333333333,302.3333333333333,5218177.666666667
1132,50 hp,2013,5,422.0,7134412.0,94.0,1508640.0,328.0,5625772.0,50 hp,388.6666666666667,6524352.666666667,78.0,1232691.3333333333,310.6666666666667,5291661.333333333,384.0,6443967.333333333,78.66666666666667,1199339.6666666667,305.3333333333333,5244627.666666667
1133,50 hp,2013,6,404.0,6559814.0,98.0,1508988.0,306.0,5050826.0,50 hp,405.3333333333333,6755895.333333333,88.66666666666667,1409421.3333333333,316.6666666666667,5346474.0,382.3333333333333,6382425.333333333,83.33333333333333,1278524.3333333333,299.0,5103901.0
1134,50 hp,2013,7,416.0,6902458.0,92.0,1564696.0,324.0,5337762.0,50 hp,414.0,6865561.333333333,94.66666666666667,1527441.3333333333,319.3333333333333,5338120.0,388.3333333333333,6454033.666666667,86.0,1346991.6666666667,302.3333333333333,5107042.0
1135,50 hp,2013,8,376.0,6238038.0,76.0,1217982.0,300.0,5020056.0,50 hp,398.6666666666667,6566770.0,88.66666666666667,1430555.3333333333,310.0,5136214.666666667,393.6666666666667,6545561.333333333,83.33333333333333,1331623.3333333333,310.3333333333333,5213938.0
1136,50 hp,2013,9,358.0,5877286.0,78.0,1163886.0,280.0,4713400.0,50 hp,383.3333333333333,6339260.666666667,82.0,1315521.3333333333,301.3333333333333,5023739.333333333,394.3333333333333,6547578.0,85.33333333333333,1362471.3333333333,309.0,5185106.666666667
1137,50 hp,2013,10,344.0,5846008.0,50.0,781240.0,294.0,5064768.0,50 hp,359.3333333333333,5987110.666666667,68.0,1054369.3333333333,291.3333333333333,4932741.333333333,386.6666666666667,6426336.0,81.33333333333333,1290905.3333333333,305.3333333333333,5135430.666666667
1138,50 hp,2013,11,334.0,5366044.0,62.0,849790.0,272.0,4516254.0,50 hp,345.3333333333333,5696446.0,63.333333333333336,931638.6666666666,282.0,4764807.333333333,372.0,6131608.0,76.0,1181097.0,296.0,4950511.0
1139,50 hp,2013,12,456.0,7902318.0,94.0,1527704.0,362.0,6374614.0,50 hp,378.0,6371456.666666667,68.66666666666667,1052911.3333333333,309.3333333333333,5318545.333333333,380.6666666666667,6355358.666666667,75.33333333333333,1184216.3333333333,305.3333333333333,5171142.333333333
1140,50 hp,2014,1,368.0,6415606.0,62.0,938512.0,306.0,5477094.0,50 hp,386.0,6561322.666666667,72.66666666666667,1105335.3333333333,313.3333333333333,5455987.333333333,372.6666666666667,6274216.666666667,70.33333333333333,1079852.3333333333,302.3333333333333,5194364.333333333
1141,50 hp,2014,2,454.0,7785862.0,114.0,1901480.0,340.0,5884382.0,50 hp,426.0,7367928.666666667,90.0,1455898.6666666667,336.0,5912030.0,385.6666666666667,6532187.333333333,76.66666666666667,1193768.6666666667,309.0,5338418.666666667
1142,50 hp,2014,3,416.0,7322804.0,64.0,968792.0,352.0,6354012.0,50 hp,412.6666666666667,7174757.333333333,80.0,1269594.6666666667,332.6666666666667,5905162.666666667,395.3333333333333,6773107.0,74.33333333333333,1161253.0,321.0,5611854.0
1143,50 hp,2014,4,460.0,8570106.0,80.0,1303718.0,380.0,7266388.0,50 hp,443.3333333333333,7892924.0,86.0,1391330.0,357.3333333333333,6501594.0,414.6666666666667,7227123.333333333,79.33333333333333,1248332.6666666667,335.3333333333333,5978790.666666667
1144,50 hp,2014,5,422.0,7545888.0,84.0,1385257.6,338.0,6160630.4,50 hp,432.6666666666667,7812932.666666667,76.0,1219255.8666666665,356.6666666666667,6593676.8,429.3333333333333,7590430.666666667,83.0,1337577.2666666666,346.3333333333333,6252853.399999999
1145,50 hp,2014,6,464.0,7776294.0,92.0,1525567.06,372.0,6250726.94,50 hp,448.6666666666667,7964096.0,85.33333333333333,1404847.5533333335,363.3333333333333,6559248.446666666,430.6666666666667,7569426.666666667,82.66666666666667,1337221.11,348.0,6232205.556666666
1146,50 hp,2014,7,0.0,0.0,0.0,0.0,0.0,0.0,50 hp,295.3333333333333,5107394.0,58.666666666666664,970274.8866666667,236.66666666666666,4137119.1133333333,369.3333333333333,6500159.0,72.33333333333333,1180802.4433333334,297.0,5319356.556666666
1147,50 hp,2014,8,0.0,0.0,0.0,0.0,0.0,0.0,50 hp,154.66666666666666,2592098.0,30.666666666666668,508522.35333333333,124.0,2083575.6466666665,293.6666666666667,5202515.333333333,53.333333333333336,863889.11,240.33333333333334,4338626.223333333
1148,50 hp,2014,9,0.0,0.0,0.0,0.0,0.0,0.0,50 hp,0.0,0.0,0.0,0.0,0.0,0.0,224.33333333333334,3982048.0,42.666666666666664,702423.7766666667,181.66666666666666,3279624.2233333327
1149,50 hp,2014,10,0.0,0.0,0.0,0.0,0.0,0.0,50 hp,0.0,0.0,0.0,0.0,0.0,0.0,147.66666666666666,2553697.0,29.333333333333332,485137.44333333336,118.33333333333333,2068559.556666666
1150,50 hp,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,50 hp,0.0,0.0,0.0,0.0,0.0,0.0,77.33333333333333,1296049.0,15.333333333333334,254261.17666666667,62.0,1041787.8233333327
1151,50 hp,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,50 hp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,60 hp,2009,1,100.0,1901496.0,22.0,384884.0,78.0,1516612.0,60 hp,100.0,1901496.0,22.0,384884.0,78.0,1516612.0,100.0,1901496.0,22.0,384884.0,78.0,1516612.0
1153,60 hp,2009,2,76.0,1436594.0,24.0,452200.0,52.0,984394.0,60 hp,88.0,1669045.0,23.0,418542.0,65.0,1250503.0,88.0,1669045.0,23.0,418542.0,65.0,1250503.0
1154,60 hp,2009,3,80.0,1492730.0,12.0,219594.0,68.0,1273136.0,60 hp,85.33333333333333,1610273.3333333333,19.333333333333332,352226.0,66.0,1258047.3333333333,85.33333333333333,1610273.3333333333,19.333333333333332,352226.0,66.0,1258047.3333333333
1155,60 hp,2009,4,80.0,1896112.0,24.0,453960.0,56.0,1442152.0,60 hp,78.66666666666667,1608478.6666666667,20.0,375251.3333333333,58.666666666666664,1233227.3333333333,84.0,1681733.0,20.5,377659.5,63.5,1304073.5
1156,60 hp,2009,5,72.0,1309250.0,28.0,506964.0,44.0,802286.0,60 hp,77.33333333333333,1566030.6666666667,21.333333333333332,393506.0,56.0,1172524.6666666667,81.6,1607236.4,22.0,403520.4,59.6,1203716.0
1157,60 hp,2009,6,90.0,1827938.0,10.0,208366.0,80.0,1619572.0,60 hp,80.66666666666667,1677766.6666666667,20.666666666666668,389763.3333333333,60.0,1288003.3333333333,83.0,1644020.0,20.0,370994.6666666667,63.0,1273025.3333333333
1158,60 hp,2009,7,68.0,1245344.0,18.0,300068.0,50.0,945276.0,60 hp,76.66666666666667,1460844.0,18.666666666666668,338466.0,58.0,1122378.0,77.66666666666667,1534661.3333333333,19.333333333333332,356858.6666666667,58.333333333333336,1177802.6666666667
1159,60 hp,2009,8,74.0,1290382.0,24.0,405538.0,50.0,884844.0,60 hp,77.33333333333333,1454554.6666666667,17.333333333333332,304657.3333333333,60.0,1149897.3333333333,77.33333333333333,1510292.6666666667,19.333333333333332,349081.6666666667,58.0,1161211.0
1160,60 hp,2009,9,98.0,1796458.0,20.0,367070.0,78.0,1429388.0,60 hp,80.0,1444061.3333333333,20.666666666666668,357558.6666666667,59.333333333333336,1086502.6666666667,80.33333333333333,1560914.0,20.666666666666668,373661.0,59.666666666666664,1187253.0
1161,60 hp,2009,10,80.0,1477672.0,12.0,221622.0,68.0,1256050.0,60 hp,84.0,1521504.0,18.666666666666668,331410.0,65.33333333333333,1190094.0,80.33333333333333,1491174.0,18.666666666666668,334938.0,61.666666666666664,1156236.0
1162,60 hp,2009,11,62.0,1056908.0,14.0,248240.0,48.0,808668.0,60 hp,80.0,1443679.3333333333,15.333333333333334,278977.3333333333,64.66666666666667,1164702.0,78.66666666666667,1449117.0,16.333333333333332,291817.3333333333,62.333333333333336,1157299.6666666667
1163,60 hp,2009,12,64.0,1229510.0,8.0,146546.0,56.0,1082964.0,60 hp,68.66666666666667,1254696.6666666667,11.333333333333334,205469.33333333334,57.333333333333336,1049227.3333333333,74.33333333333333,1349379.0,16.0,281514.0,58.333333333333336,1067865.0
1164,60 hp,2010,1,48.0,975122.0,12.0,231924.0,36.0,743198.0,60 hp,58.0,1087180.0,11.333333333333334,208903.33333333334,46.666666666666664,878276.6666666666,71.0,1304342.0,15.0,270156.6666666667,56.0,1034185.3333333334
1165,60 hp,2010,2,46.0,846112.0,6.0,109312.0,40.0,736800.0,60 hp,52.666666666666664,1016914.6666666666,8.666666666666666,162594.0,44.0,854320.6666666666,66.33333333333333,1230297.0,12.0,220785.66666666666,54.333333333333336,1009511.3333333334
1166,60 hp,2010,3,94.0,1670172.0,34.0,558892.0,60.0,1111280.0,60 hp,62.666666666666664,1163802.0,17.333333333333332,300042.6666666667,45.333333333333336,863759.3333333334,65.66666666666667,1209249.3333333333,14.333333333333334,252756.0,51.333333333333336,956493.3333333334
1167,60 hp,2010,4,106.0,1972836.0,30.0,520840.0,76.0,1451996.0,60 hp,82.0,1496373.3333333333,23.333333333333332,396348.0,58.666666666666664,1100025.3333333333,70.0,1291776.6666666667,17.333333333333332,302625.6666666667,52.666666666666664,989151.0
1168,60 hp,2010,5,82.0,1484862.0,24.0,412698.0,58.0,1072164.0,60 hp,94.0,1709290.0,29.333333333333332,497476.6666666667,64.66666666666667,1211813.3333333333,73.33333333333333,1363102.3333333333,19.0,330035.3333333333,54.333333333333336,1033067.0
1169,60 hp,2010,6,88.0,1578540.0,26.0,487064.0,62.0,1091476.0,60 hp,92.0,1678746.0,26.666666666666668,473534.0,65.33333333333333,1205212.0,77.33333333333333,1421274.0,22.0,386788.3333333333,55.333333333333336,1034485.6666666666
1170,60 hp,2010,7,78.0,1418784.0,30.0,524652.0,48.0,894132.0,60 hp,82.66666666666667,1494062.0,26.666666666666668,474804.6666666667,56.0,1019257.3333333334,82.33333333333333,1495217.6666666667,25.0,435576.3333333333,57.333333333333336,1059641.3333333333
1171,60 hp,2010,8,88.0,1718468.0,24.0,439100.0,64.0,1279368.0,60 hp,84.66666666666667,1571930.6666666667,26.666666666666668,483605.3333333333,58.0,1088325.3333333333,89.33333333333333,1640610.3333333333,28.0,490541.0,61.333333333333336,1150069.3333333333
1172,60 hp,2010,9,86.0,1571644.0,32.0,500400.0,54.0,1071244.0,60 hp,84.0,1569632.0,28.666666666666668,488050.6666666667,55.333333333333336,1081581.3333333333,88.0,1624189.0,27.666666666666668,480792.3333333333,60.333333333333336,1143396.6666666667
1173,60 hp,2010,10,84.0,1650918.0,30.0,499618.0,54.0,1151300.0,60 hp,86.0,1647010.0,28.666666666666668,479706.0,57.333333333333336,1167304.0,84.33333333333333,1570536.0,27.666666666666668,477255.3333333333,56.666666666666664,1093280.6666666667
1174,60 hp,2010,11,114.0,2166928.0,34.0,584888.0,80.0,1582040.0,60 hp,94.66666666666667,1796496.6666666667,32.0,528302.0,62.666666666666664,1268194.6666666667,89.66666666666667,1684213.6666666667,29.333333333333332,505953.6666666667,60.333333333333336,1178260.0
1175,60 hp,2010,12,108.0,1966348.0,40.0,710772.0,68.0,1255576.0,60 hp,102.0,1928064.6666666667,34.666666666666664,598426.0,67.33333333333333,1329638.6666666667,93.0,1748848.3333333333,31.666666666666668,543238.3333333334,61.333333333333336,1205610.0
1176,60 hp,2011,1,70.0,1278200.0,26.0,458688.0,44.0,819512.0,60 hp,97.33333333333333,1803825.3333333333,33.333333333333336,584782.6666666666,64.0,1219042.6666666667,91.66666666666667,1725417.6666666667,31.0,532244.3333333334,60.666666666666664,1193173.3333333333
1177,60 hp,2011,2,56.0,1039688.0,10.0,180402.0,46.0,859286.0,60 hp,78.0,1428078.6666666667,25.333333333333332,449954.0,52.666666666666664,978124.6666666666,86.33333333333333,1612287.6666666667,28.666666666666668,489128.0,57.666666666666664,1123159.6666666667
1178,60 hp,2011,3,100.0,1913082.0,18.0,365154.0,82.0,1547928.0,60 hp,75.33333333333333,1410323.3333333333,18.0,334748.0,57.333333333333336,1075575.3333333333,88.66666666666667,1669194.0,26.333333333333332,466587.0,62.333333333333336,1202607.0
1179,60 hp,2011,4,80.0,1494780.0,24.0,439822.0,56.0,1054958.0,60 hp,78.66666666666667,1482516.6666666667,17.333333333333332,328459.3333333333,61.333333333333336,1154057.3333333333,88.0,1643171.0,25.333333333333332,456621.0,62.666666666666664,1186550.0
1180,60 hp,2011,5,96.0,1824418.0,30.0,533066.0,66.0,1291352.0,60 hp,92.0,1744093.3333333333,24.0,446014.0,68.0,1298079.3333333333,85.0,1586086.0,24.666666666666668,447984.0,60.333333333333336,1138102.0
1181,60 hp,2011,6,106.0,2088762.0,22.0,389842.0,84.0,1698920.0,60 hp,94.0,1802653.3333333333,25.333333333333332,454243.3333333333,68.66666666666667,1348410.0,84.66666666666667,1606488.3333333333,21.666666666666668,394495.6666666667,63.0,1211992.6666666667
1182,60 hp,2011,7,88.0,1716942.0,16.0,293772.0,72.0,1423170.0,60 hp,96.66666666666667,1876707.3333333333,22.666666666666668,405560.0,74.0,1471147.3333333333,87.66666666666667,1679612.0,20.0,367009.6666666667,67.66666666666667,1312602.3333333333
