RecordID,HP Category,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,r3mo_d_CAGI,r3mo_d_IR,r3mo_d_NonIR,r3mo_u_CAGI,r3mo_u_IR,r3mo_u_NonIR,r6mo_d_CAGI,r6mo_d_IR,r6mo_d_NonIR,r6mo_u_CAGI,r6mo_u_IR,r6mo_u_NonIR
267,15 hp,2013,3,594,4137296,236,1430444,358,2706852,3939210.66666667,1203686,2735524.66666667,570.666666666667,196.666666666667,374,3943066.66666667,1197229.33333333,2745837.33333333,578.333333333333,193.333333333333,385
268,15 hp,2013,4,692,4774596,218,1294066,474,3480530,4244170.66666667,1253354.66666667,2990816,610.666666666667,207.333333333333,403.333333333333,4005480.33333333,1197734,2807746.33333333,585,196.666666666667,388.333333333333
269,15 hp,2013,5,548,3717786,178,1092214,370,2625572,4209892.66666667,1272241.33333333,2937651.33333333,611.333333333333,210.666666666667,400.666666666667,3949943.33333333,1169909.33333333,2780034,576,191.666666666667,384.333333333333
270,15 hp,2013,6,598,4102194,216,1318974,382,2783220,4198192,1235084.66666667,2963107.33333333,612.666666666667,204,408.666666666667,4068701.33333333,1219385.33333333,2849316,591.666666666667,200.333333333333,391.333333333333
271,15 hp,2013,7,646,4529640,226,1420988,420,3108652,4116540,1277392,2839148,597.333333333333,206.666666666667,390.666666666667,4180355.33333333,1265373.33333333,2914982,604,207,397
272,15 hp,2013,8,656,4597092,242,1499706,414,3097386,4409642,1413222.66666667,2996419.33333333,633.333333333333,228,405.333333333333,4309767.33333333,1342732,2967035.33333333,622.333333333333,219.333333333333,403
273,15 hp,2013,9,578,4047334,172,1010352,406,3036982,4391355.33333333,1310348.66666667,3081006.66666667,626.666666666667,213.333333333333,413.333333333333,4294773.66666667,1272716.66666667,3022057,619.666666666667,208.666666666667,411
274,15 hp,2013,10,668,4893846,192,1267258,476,3626588,4512757.33333333,1259105.33333333,3253652,634,202,432,4314648.66666667,1268248.66666667,3046400,615.666666666667,204.333333333333,411.333333333333
275,15 hp,2013,11,532,3818488,180,1183020,352,2635468,4253222.66666667,1153543.33333333,3099679.33333333,592.666666666667,181.333333333333,411.333333333333,4331432.33333333,1283383,3048049.33333333,613,204.666666666667,408.333333333333
276,15 hp,2013,12,610,4207686,238,1460806,372,2746880,4306673.33333333,1303694.66666667,3002978.66666667,603.333333333333,203.333333333333,400,4349014.33333333,1307021.66666667,3041992.66666667,615,208.333333333333,406.666666666667
277,15 hp,2014,1,604,4173170,250,1542080,354,2631090,4066448,1395302,2671146,582,222.666666666667,359.333333333333,4289602.66666667,1327203.66666667,2962399,608,212.333333333333,395.666666666667
278,15 hp,2014,2,542,3844080,202,1209558,340,2634522,4074978.66666667,1404148,2670830.66666667,585.333333333333,230,355.333333333333,4164100.66666667,1278845.66666667,2885255,589,205.666666666667,383.333333333333
279,15 hp,2014,3,664,4764282,186,1183006,478,3581276,4260510.66666667,1311548,2948962.66666667,603.333333333333,212.666666666667,390.666666666667,4283592,1307621.33333333,2975970.66666667,603.333333333333,208,395.333333333333
280,15 hp,2014,4,610,4284312,220,1381214,390,2903098,4297558,1257926,3039632,605.333333333333,202.666666666667,402.666666666667,4182003,1326614,2855389,593.666666666667,212.666666666667,381
281,15 hp,2014,5,596,4213184,212,1346305.4,384,2866878.6,4420592.66666667,1303508.46666667,3117084.2,623.333333333333,206,417.333333333333,4247785.66666667,1353828.23333333,2893957.43333333,604.333333333333,218,386.333333333333
282,15 hp,2014,6,620,4414090,190,1184603.12,430,3229486.88,4303862,1304040.84,2999821.16,608.666666666667,207.333333333333,401.333333333333,4282186.33333333,1307794.42,2974391.91333333,606,210,396
283,15 hp,2014,7,,,,,,,2875758,843636.173333333,2032121.82666667,405.333333333333,134,271.333333333333,3586658,1050781.08666667,2535876.91333333,505.333333333333,168.333333333333,337
284,15 hp,2014,8,,,,,,,1471363.33333333,394867.706666667,1076495.62666667,206.666666666667,63.3333333333333,143.333333333333,2945978,849188.086666667,2096789.91333333,415,134.666666666667,280.333333333333
285,15 hp,2014,9,,,,,,,0,0,0,0,0,0,2151931,652020.42,1499910.58,304.333333333333,103.666666666667,200.666666666667
286,15 hp,2014,10,,,,,,,0,0,0,0,0,0,1437879,421818.086666667,1016060.91333333,202.666666666667,67,135.666666666667
287,15 hp,2014,11,,,,,,,0,0,0,0,0,0,735681.666666667,197433.853333333,538247.813333333,103.333333333333,31.6666666666667,71.6666666666667
288,15 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
289,150 hp,2009,1,58,2492114,14,440014,44,2052100,2492114,440014,2052100,58,14,44,415352.333333333,73335.6666666667,342016.666666667,9.66666666666667,2.33333333333333,7.33333333333333
290,150 hp,2009,2,88,3686248,12,586346,76,3099902,2890158.66666667,488791.333333333,2401367.33333333,68,13.3333333333333,54.6666666666667,1029727,171060,858667,24.3333333333333,4.33333333333333,20
291,150 hp,2009,3,68,3047730,34,1600048,34,1447682,3075364,875469.333333333,2199894.66666667,71.3333333333333,20,51.3333333333333,1537682,437734.666666667,1099947.33333333,35.6666666666667,10,25.6666666666667
292,150 hp,2009,4,70,2875864,18,700882,52,2174982,3203280.66666667,962425.333333333,2240855.33333333,75.3333333333333,21.3333333333333,54,2016992.66666667,554548.333333333,1462444.33333333,47.3333333333333,13,34.3333333333333
293,150 hp,2009,5,48,1755838,10,458878,38,1296960,2559810.66666667,919936,1639874.66666667,62,20.6666666666667,41.3333333333333,2309632.33333333,631028,1678604.33333333,55.3333333333333,14.6666666666667,40.6666666666667
294,150 hp,2009,6,64,2509986,12,486226,52,2023760,2380562.66666667,548662,1831900.66666667,60.6666666666667,13.3333333333333,47.3333333333333,2727963.33333333,712065.666666667,2015897.66666667,66,16.6666666666667,49.3333333333333
295,150 hp,2009,7,44,1958110,4,173622,40,1784488,2074644.66666667,372908.666666667,1701736,52,8.66666666666667,43.3333333333333,2638962.66666667,667667,1971295.66666667,63.6666666666667,15,48.6666666666667
296,150 hp,2009,8,46,1992030,10,391206,36,1600824,2153375.33333333,350351.333333333,1803024,51.3333333333333,8.66666666666667,42.6666666666667,2356593,635143.666666667,1721449.33333333,56.6666666666667,14.6666666666667,42
297,150 hp,2009,9,66,2752898,6,247696,60,2505202,2234346,270841.333333333,1963504.66666667,52,6.66666666666667,45.3333333333333,2307454.33333333,409751.666666667,1897702.66666667,56.3333333333333,10,46.3333333333333
298,150 hp,2009,10,36,1481820,10,409738,26,1072082,2075582.66666667,349546.666666667,1726036,49.3333333333333,8.66666666666667,40.6666666666667,2075113.66666667,361227.666666667,1713886,50.6666666666667,8.66666666666667,42
299,150 hp,2009,11,52,2312020,12,569966,40,1742054,2182246,409133.333333333,1773112.66666667,51.3333333333333,9.33333333333333,42,2167810.66666667,379742.333333333,1788068.33333333,51.3333333333333,9,42.3333333333333
300,150 hp,2009,12,66,2731088,10,364968,56,2366120,2174976,448224,1726752,51.3333333333333,10.6666666666667,40.6666666666667,2204661,359532.666666667,1845128.33333333,51.6666666666667,8.66666666666667,43
301,150 hp,2010,1,38,1542390,14,607780,24,934610,2195166,514238,1680928,52,12,40,2135374.33333333,431892.333333333,1703482,50.6666666666667,10.3333333333333,40.3333333333333
302,150 hp,2010,2,28,1088106,6,212392,22,875714,1787194.66666667,395046.666666667,1392148,44,10,34,1984720.33333333,402090,1582630.33333333,47.6666666666667,9.66666666666667,38
303,150 hp,2010,3,70,2843468,22,881314,48,1962154,1824654.66666667,567162,1257492.66666667,45.3333333333333,14,31.3333333333333,1999815.33333333,507693,1492122.33333333,48.3333333333333,12.3333333333333,36
304,150 hp,2010,4,56,2248198,8,361882,48,1886316,2059924,485196,1574728,51.3333333333333,12,39.3333333333333,2127545,499717,1627828,51.6666666666667,12,39.6666666666667
305,150 hp,2010,5,74,2854254,18,679738,56,2174516,2648640,640978,2007662,66.6666666666667,16,50.6666666666667,2217917.33333333,518012.333333333,1699905,55.3333333333333,13,42.3333333333333
306,150 hp,2010,6,62,2362362,8,308748,54,2053614,2488271.33333333,450122.666666667,2038148.66666667,64,11.3333333333333,52.6666666666667,2156463,508642.333333333,1647820.66666667,54.6666666666667,12.6666666666667,42
307,150 hp,2010,7,68,3248178,18,733230,50,2514948,2821598,573905.333333333,2247692.66666667,68,14.6666666666667,53.3333333333333,2440761,529550.666666667,1911210.33333333,59.6666666666667,13.3333333333333,46.3333333333333
308,150 hp,2010,8,84,3625454,14,556606,70,3068848,3078664.66666667,532861.333333333,2545803.33333333,71.3333333333333,13.3333333333333,58,2863652.33333333,586919.666666667,2276732.66666667,69,14.6666666666667,54.3333333333333
309,150 hp,2010,9,84,3324262,18,760526,66,2563736,3399298,683454,2715844,78.6666666666667,16.6666666666667,62,2943784.66666667,566788.333333333,2376996.33333333,71.3333333333333,14,57.3333333333333
310,150 hp,2010,10,74,3055972,16,688858,58,2367114,3335229.33333333,668663.333333333,2666566,80.6666666666667,16,64.6666666666667,3078413.66666667,621284.333333333,2457129.33333333,74.3333333333333,15.3333333333333,59
311,150 hp,2010,11,84,3711840,22,946544,62,2765296,3364024.66666667,798642.666666667,2565382,80.6666666666667,18.6666666666667,62,3221344.66666667,665752,2555592.66666667,76,16,60
312,150 hp,2010,12,82,3691026,40,1681792,42,2009234,3486279.33333333,1105731.33333333,2380548,80,26,54,3442788.66666667,894592.666666667,2548196,79.3333333333333,21.3333333333333,58
313,150 hp,2011,1,86,3665692,24,986626,62,2679066,3689519.33333333,1204987.33333333,2484532,84,28.6666666666667,55.3333333333333,3512374.33333333,936825.333333333,2575549,82.3333333333333,22.3333333333333,60
314,150 hp,2011,2,88,3934066,26,1127510,62,2806556,3763594.66666667,1265309.33333333,2498285.33333333,85.3333333333333,30,55.3333333333333,3563809.66666667,1031976,2531833.66666667,83,24.3333333333333,58.6666666666667
315,150 hp,2011,3,94,4125476,18,824818,76,3300658,3908411.33333333,979651.333333333,2928760,89.3333333333333,22.6666666666667,66.6666666666667,3697345.33333333,1042691.33333333,2654654,84.6666666666667,24.3333333333333,60.3333333333333
316,150 hp,2011,4,64,2946886,6,282910,58,2663976,3668809.33333333,745079.333333333,2923730,82,16.6666666666667,65.3333333333333,3679164.33333333,975033.333333333,2704131,83,22.6666666666667,60.3333333333333
317,150 hp,2011,5,74,3241946,20,954144,54,2287802,3438102.66666667,687290.666666667,2750812,77.3333333333333,14.6666666666667,62.6666666666667,3600848.66666667,976300,2624548.66666667,81.3333333333333,22.3333333333333,59
318,150 hp,2011,6,142,6565940,40,1861134,102,4704806,4251590.66666667,1032729.33333333,3218861.33333333,93.3333333333333,22,71.3333333333333,4080001,1006190.33333333,3073810.66666667,91.3333333333333,22.3333333333333,69
319,150 hp,2011,7,68,3149640,16,709788,52,2439852,4319175.33333333,1175022,3144153.33333333,94.6666666666667,25.3333333333333,69.3333333333333,3993992.33333333,960050.666666667,3033941.66666667,88.3333333333333,21,67.3333333333333
320,150 hp,2011,8,114,5205164,40,1903394,74,3301770,4973581.33333333,1491438.66666667,3482142.66666667,108,32,76,4205842,1089364.66666667,3116477.33333333,92.6666666666667,23.3333333333333,69.3333333333333
321,150 hp,2011,9,92,4198274,26,1234260,66,2964014,4184359.33333333,1282480.66666667,2901878.66666667,91.3333333333333,27.3333333333333,64,4217975,1157605,3060370,92.3333333333333,24.6666666666667,67.6666666666667
322,150 hp,2011,10,114,5193772,18,798364,96,4395408,4865736.66666667,1312006,3553730.66666667,106.666666666667,28,78.6666666666667,4592456,1243514,3348942,100.666666666667,26.6666666666667,74
323,150 hp,2011,11,114,5039128,32,1355046,82,3684082,4810391.33333333,1129223.33333333,3681168,106.666666666667,25.3333333333333,81.3333333333333,4891986.33333333,1310331,3581655.33333333,107.333333333333,28.6666666666667,78.6666666666667
324,150 hp,2011,12,114,5248360,28,1246732,86,4001628,5160420,1133380.66666667,4027039.33333333,114,26,88,4672389.66666667,1207930.66666667,3464459,102.666666666667,26.6666666666667,76
325,150 hp,2012,1,70,2981200,14,618026,56,2363174,4422896,1073268,3349628,99.3333333333333,24.6666666666667,74.6666666666667,4644316.33333333,1192637,3451679.33333333,103,26.3333333333333,76.6666666666667
326,150 hp,2012,2,110,4674994,34,1530664,76,3144330,4301518,1131807.33333333,3169710.66666667,98,25.3333333333333,72.6666666666667,4555954.66666667,1130515.33333333,3425439.33333333,102.333333333333,25.3333333333333,77
327,150 hp,2012,3,114,5093682,24,1017800,90,4075882,4249958.66666667,1055496.66666667,3194462,98,24,74,4705189.33333333,1094438.66666667,3610750.66666667,106,25,81
328,150 hp,2012,4,108,5207966,10,454618,98,4753348,4992214,1001027.33333333,3991186.66666667,110.666666666667,22.6666666666667,88,4707555,1037147.66666667,3670407.33333333,105,23.6666666666667,81.3333333333333
329,150 hp,2012,5,126,5937798,34,1542872,92,4394926,5413148.66666667,1005096.66666667,4408052,116,22.6666666666667,93.3333333333333,4857333.33333333,1068452,3788881.33333333,107,24,83
330,150 hp,2012,6,174,8405048,46,2022056,128,6382992,6516937.33333333,1339848.66666667,5177088.66666667,136,30,106,5383448,1197672.66666667,4185775.33333333,117,27,90
331,150 hp,2012,7,98,4580032,18,798078,80,3781954,6307626,1454335.33333333,4853290.66666667,132.666666666667,32.6666666666667,100,5649920,1227681.33333333,4422238.66666667,121.666666666667,27.6666666666667,94
332,150 hp,2012,8,114,5299486,32,1357210,82,3942276,6094855.33333333,1392448,4702407.33333333,128.666666666667,32,96.6666666666667,5754002,1198772.33333333,4555229.66666667,122.333333333333,27.3333333333333,95
333,150 hp,2012,9,136,6391108,40,1649272,96,4741836,5423542,1268186.66666667,4155355.33333333,116,30,86,5970239.66666667,1304017.66666667,4666222,126,30,96
334,150 hp,2012,10,130,5779938,32,1448968,98,4330970,5823510.66666667,1485150,4338360.66666667,126.666666666667,34.6666666666667,92,6065568.33333333,1469742.66666667,4595825.66666667,129.666666666667,33.6666666666667,96
335,150 hp,2012,11,122,5433992,38,1754586,84,3679406,5868346,1617608.66666667,4250737.33333333,129.333333333333,36.6666666666667,92.6666666666667,5981600.66666667,1505028.33333333,4476572.33333333,129,34.3333333333333,94.6666666666667
336,150 hp,2012,12,144,6275086,36,1522060,108,4753026,5829672,1575204.66666667,4254467.33333333,132,35.3333333333333,96.6666666666667,5626607,1421695.66666667,4204911.33333333,124,32.6666666666667,91.3333333333333
337,150 hp,2013,1,102,4397808,24,1061700,78,3336108,5368962,1446115.33333333,3922846.66666667,122.666666666667,32.6666666666667,90,5596236.33333333,1465632.66666667,4130603.66666667,124.666666666667,33.6666666666667,91
338,150 hp,2013,2,102,4756700,34,1626810,68,3129890,5143198,1403523.33333333,3739674.66666667,116,31.3333333333333,84.6666666666667,5505772,1510566,3995206,122.666666666667,34,88.6666666666667
339,150 hp,2013,3,160,7255746,50,2238016,110,5017730,5470084.66666667,1642175.33333333,3827909.33333333,121.333333333333,36,85.3333333333333,5649878.33333333,1608690,4041188.33333333,126.666666666667,35.6666666666667,91
340,150 hp,2013,4,126,6275940,32,1530478,94,4745462,6096128.66666667,1798434.66666667,4297694,129.333333333333,38.6666666666667,90.6666666666667,5732545.33333333,1622275,4110270.33333333,126,35.6666666666667,90.3333333333333
341,150 hp,2013,5,116,5176388,40,1731822,76,3444566,6236024.66666667,1833438.66666667,4402586,134,40.6666666666667,93.3333333333333,5689611.33333333,1618481,4071130.33333333,125,36,89
342,150 hp,2013,6,122,5217916,34,1423020,88,3794896,5556748,1561773.33333333,3994974.66666667,121.333333333333,35.3333333333333,86,5513416.33333333,1601974.33333333,3911442,121.333333333333,35.6666666666667,85.6666666666667
343,150 hp,2013,7,126,5759588,44,1908470,82,3851118,5384630.66666667,1687770.66666667,3696860,121.333333333333,39.3333333333333,82,5740379.66666667,1743102.66666667,3997277,125.333333333333,39,86.3333333333333
344,150 hp,2013,8,144,6350702,46,1993476,98,4357226,5776068.66666667,1774988.66666667,4001080,130.666666666667,41.3333333333333,89.3333333333333,6006046.66666667,1804213.66666667,4201833,132.333333333333,41,91.3333333333333
345,150 hp,2013,9,114,5199446,32,1500988,82,3698458,5769912,1800978,3968934,128,40.6666666666667,87.3333333333333,5663330,1681375.66666667,3981954.33333333,124.666666666667,38,86.6666666666667
346,150 hp,2013,10,110,4676090,32,1468402,78,3207688,5408746,1654288.66666667,3754457.33333333,122.666666666667,36.6666666666667,86,5396688.33333333,1671029.66666667,3725658.66666667,122,38,84
347,150 hp,2013,11,116,5357318,40,1836176,76,3521142,5077618,1601855.33333333,3475762.66666667,113.333333333333,34.6666666666667,78.6666666666667,5426843.33333333,1688422,3738421.33333333,122,38,84
348,150 hp,2013,12,118,5721512,30,1445000,88,4276512,5251640,1583192.66666667,3668447.33333333,114.666666666667,34,80.6666666666667,5510776,1692085.33333333,3818690.66666667,121.333333333333,37.3333333333333,84
349,150 hp,2014,1,102,4720988,18,846402,84,3874586,5266606,1375859.33333333,3890746.66666667,112,29.3333333333333,82.6666666666667,5337676,1515074,3822602,117.333333333333,33,84.3333333333333
350,150 hp,2014,2,74,3226870,18,848890,56,2377980,4556456.66666667,1046764,3509692.66666667,98,22,76,4817037.33333333,1324309.66666667,3492727.66666667,105.666666666667,28.3333333333333,77.3333333333333
351,150 hp,2014,3,124,5944552,34,1719732,90,4224820,4630803.33333333,1138341.33333333,3492462,100,23.3333333333333,76.6666666666667,4941221.66666667,1360767,3580454.66666667,107.333333333333,28.6666666666667,78.6666666666667
352,150 hp,2014,4,126,6194404,22,1024034,104,5170370,5121942,1197552,3924390,108,24.6666666666667,83.3333333333333,5194274,1286705.66666667,3907568.33333333,110,27,83
353,150 hp,2014,5,108,5210268,20,890629.2,88,4319638.8,5783074.66666667,1211465.06666667,4571609.6,119.333333333333,25.3333333333333,94,5169765.66666667,1129114.53333333,4040651.13333333,108.666666666667,23.6666666666667,85
354,150 hp,2014,6,140,6087262,32,1487743.6,108,4599518.4,5830644.66666667,1134135.6,4696509.06666667,124.666666666667,24.6666666666667,100,5230724,1136238.46666667,4094485.53333333,112.333333333333,24,88.3333333333333
355,150 hp,2014,7,,,,,,,3765843.33333333,792790.933333333,2973052.4,82.6666666666667,17.3333333333333,65.3333333333333,4443892.66666667,995171.466666667,3448721.2,95.3333333333333,21,74.3333333333333
356,150 hp,2014,8,,,,,,,2029087.33333333,495914.533333333,1533172.8,46.6666666666667,10.6666666666667,36,3906081,853689.8,3052391.2,83,18,65
357,150 hp,2014,9,,,,,,,0,0,0,0,0,0,2915322.33333333,567067.8,2348254.53333333,62.3333333333333,12.3333333333333,50
358,150 hp,2014,10,,,,,,,0,0,0,0,0,0,1882921.66666667,396395.466666667,1486526.2,41.3333333333333,8.66666666666667,32.6666666666667
359,150 hp,2014,11,,,,,,,0,0,0,0,0,0,1014543.66666667,247957.266666667,766586.4,23.3333333333333,5.33333333333333,18
360,150 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
361,20 hp,2009,1,210,1841288,66,673982,144,1167306,1841288,673982,1167306,210,66,144,306881.333333333,112330.333333333,194551,35,11,24
362,20 hp,2009,2,158,1413356,34,324760,124,1088596,1698644,557574.666666667,1141069.33333333,192.666666666667,55.3333333333333,137.333333333333,542440.666666667,166457,375983.666666667,61.3333333333333,16.6666666666667,44.6666666666667
363,20 hp,2009,3,194,1639288,36,354208,158,1285080,1631310.66666667,450983.333333333,1180327.33333333,187.333333333333,45.3333333333333,142,815655.333333333,225491.666666667,590163.666666667,93.6666666666667,22.6666666666667,71
364,20 hp,2009,4,158,1410388,48,460504,110,949884,1487677.33333333,379824,1107853.33333333,170,39.3333333333333,130.666666666667,1050720,302242.333333333,748477.666666667,120,30.6666666666667,89.3333333333333
365,20 hp,2009,5,136,1249870,36,342884,100,906986,1433182,385865.333333333,1047316.66666667,162.666666666667,40,122.666666666667,1259031.66666667,359389.666666667,899642,142.666666666667,36.6666666666667,106
366,20 hp,2009,6,194,1723896,48,408908,146,1314988,1461384.66666667,404098.666666667,1057286,162.666666666667,44,118.666666666667,1546347.66666667,427541,1118806.66666667,175,44.6666666666667,130.333333333333
367,20 hp,2009,7,128,1212438,30,322500,98,889938,1395401.33333333,358097.333333333,1037304,152.666666666667,38,114.666666666667,1441539.33333333,368960.666666667,1072578.66666667,161.333333333333,38.6666666666667,122.666666666667
368,20 hp,2009,8,124,1165336,24,257456,100,907880,1367223.33333333,329621.333333333,1037602,148.666666666667,34,114.666666666667,1400202.66666667,357743.333333333,1042459.33333333,155.666666666667,37,118.666666666667
369,20 hp,2009,9,198,1678182,54,509736,144,1168446,1351985.33333333,363230.666666667,988754.666666667,150,36,114,1406685,383664.666666667,1023020.33333333,156.333333333333,40,116.333333333333
370,20 hp,2009,10,174,1495158,24,215426,150,1279732,1446225.33333333,327539.333333333,1118686,165.333333333333,34,131.333333333333,1420813.33333333,342818.333333333,1077995,159,36,123
371,20 hp,2009,11,118,1024890,38,346784,80,678106,1399410,357315.333333333,1042094.66666667,163.333333333333,38.6666666666667,124.666666666667,1383316.66666667,343468.333333333,1039848.33333333,156,36.3333333333333,119.666666666667
372,20 hp,2009,12,184,1589024,28,233174,156,1355850,1369690.66666667,265128,1104562.66666667,158.666666666667,30,128.666666666667,1360838,314179.333333333,1046658.66666667,154.333333333333,33,121.333333333333
373,20 hp,2010,1,156,1386718,50,476334,106,910384,1333544,352097.333333333,981446.666666667,152.666666666667,38.6666666666667,114,1389884.66666667,339818.333333333,1050066.33333333,159,36.3333333333333,122.666666666667
374,20 hp,2010,2,100,846000,24,219026,76,626974,1273914,309511.333333333,964402.666666667,146.666666666667,34,112.666666666667,1336662,333413.333333333,1003248.66666667,155,36.3333333333333,118.666666666667
375,20 hp,2010,3,214,1827354,50,466146,164,1361208,1353357.33333333,387168.666666667,966188.666666667,156.666666666667,41.3333333333333,115.333333333333,1361524,326148.333333333,1035375.66666667,157.666666666667,35.6666666666667,122
376,20 hp,2010,4,174,1593260,52,500478,122,1092782,1422204.66666667,395216.666666667,1026988,162.666666666667,42,120.666666666667,1377874.33333333,373657,1004217.33333333,157.666666666667,40.3333333333333,117.333333333333
377,20 hp,2010,5,154,1345580,36,327056,118,1018524,1588731.33333333,431226.666666667,1157504.66666667,180.666666666667,46,134.666666666667,1431322.66666667,370369,1060953.66666667,163.666666666667,40,123.666666666667
378,20 hp,2010,6,206,1995856,48,496174,158,1499682,1644898.66666667,441236,1203662.66666667,178,45.3333333333333,132.666666666667,1499128,414202.333333333,1084925.66666667,167.333333333333,43.3333333333333,124
379,20 hp,2010,7,176,1618866,58,555156,118,1063710,1653434,459462,1193972,178.666666666667,47.3333333333333,131.333333333333,1537819.33333333,427339.333333333,1110480,170.666666666667,44.6666666666667,126
380,20 hp,2010,8,194,1714884,56,541834,138,1173050,1776535.33333333,531054.666666667,1245480.66666667,192,54,138,1682633.33333333,481140.666666667,1201492.66666667,186.333333333333,50,136.333333333333
381,20 hp,2010,9,224,1974608,68,621196,156,1353412,1769452.66666667,572728.666666667,1196724,198,60.6666666666667,137.333333333333,1707175.66666667,506982.333333333,1200193.33333333,188,53,135
382,20 hp,2010,10,200,1743678,46,435774,154,1307904,1811056.66666667,532934.666666667,1278122,206,56.6666666666667,149.333333333333,1732245.33333333,496198.333333333,1236047,192.333333333333,52,140.333333333333
383,20 hp,2010,11,186,1631528,50,466140,136,1165388,1783271.33333333,507703.333333333,1275568,203.333333333333,54.6666666666667,148.666666666667,1779903.33333333,519379,1260524.33333333,197.666666666667,54.3333333333333,143.333333333333
384,20 hp,2010,12,216,1942546,58,558734,158,1383812,1772584,486882.666666667,1285701.33333333,200.666666666667,51.3333333333333,149.333333333333,1771018.33333333,529805.666666667,1241212.66666667,199.333333333333,56,143.333333333333
385,20 hp,2011,1,194,1773042,34,319236,160,1453806,1782372,448036.666666667,1334335.33333333,198.666666666667,47.3333333333333,151.333333333333,1796714.33333333,490485.666666667,1306228.66666667,202.333333333333,52,150.333333333333
386,20 hp,2011,2,124,1125048,22,220130,102,904918,1613545.33333333,366033.333333333,1247512,178,38,140,1698408.33333333,436868.333333333,1261540,190.666666666667,46.3333333333333,144.333333333333
387,20 hp,2011,3,242,2292208,44,424292,198,1867916,1730099.33333333,321219.333333333,1408880,186.666666666667,33.3333333333333,153.333333333333,1751341.66666667,404051,1347290.66666667,193.666666666667,42.3333333333333,151.333333333333
388,20 hp,2011,4,206,1790014,30,290370,176,1499644,1735756.66666667,311597.333333333,1424159.33333333,190.666666666667,32,158.666666666667,1759064.33333333,379817,1379247.33333333,194.666666666667,39.6666666666667,155
389,20 hp,2011,5,208,1993330,48,459696,160,1533634,2025184,391452.666666667,1633731.33333333,218.666666666667,40.6666666666667,178,1819364.66666667,378743,1440621.66666667,198.333333333333,39.3333333333333,159
390,20 hp,2011,6,222,2101230,64,634300,158,1466930,1961524.66666667,461455.333333333,1500069.33333333,212,47.3333333333333,164.666666666667,1845812,391337.333333333,1454474.66666667,199.333333333333,40.3333333333333,159
391,20 hp,2011,7,246,2130950,58,502284,188,1628666,2075170,532093.333333333,1543076.66666667,225.333333333333,56.6666666666667,168.666666666667,1905463.33333333,421845.333333333,1483618,208,44.3333333333333,163.666666666667
392,20 hp,2011,8,222,2071754,60,605420,162,1466334,2101311.33333333,580668,1520643.33333333,230,60.6666666666667,169.333333333333,2063247.66666667,486060.333333333,1577187.33333333,224.333333333333,50.6666666666667,173.666666666667
393,20 hp,2011,9,272,2403320,40,422782,232,1980538,2202008,510162,1691846,246.666666666667,52.6666666666667,194,2081766.33333333,485808.666666667,1595957.66666667,229.333333333333,50,179.333333333333
394,20 hp,2011,10,224,2226302,36,362730,188,1863572,2233792,463644,1770148,239.333333333333,45.3333333333333,194,2154481,497868.666666667,1656612.33333333,232.333333333333,51,181.333333333333
395,20 hp,2011,11,268,2732972,58,479138,210,2253834,2454198,421550,2032648,254.666666666667,44.6666666666667,210,2277754.66666667,501109,1776645.66666667,242.333333333333,52.6666666666667,189.666666666667
396,20 hp,2011,12,278,2610650,70,666440,208,1944210,2523308,502769.333333333,2020538.66666667,256.666666666667,54.6666666666667,202,2362658,506465.666666667,1856192.33333333,251.666666666667,53.6666666666667,198
397,20 hp,2012,1,224,2094904,68,661698,156,1433206,2479508.66666667,602425.333333333,1877083.33333333,256.666666666667,65.3333333333333,191.333333333333,2356650.33333333,533034.666666667,1823615.66666667,248,55.3333333333333,192.666666666667
398,20 hp,2012,2,262,2638706,46,436722,216,2201984,2448086.66666667,588286.666666667,1859800,254.666666666667,61.3333333333333,193.333333333333,2451142.33333333,504918.333333333,1946224,254.666666666667,53,201.666666666667
399,20 hp,2012,3,274,2495426,44,400884,230,2094542,2409678.66666667,499768,1909910.66666667,253.333333333333,52.6666666666667,200.666666666667,2466493.33333333,501268.666666667,1965224.66666667,255,53.6666666666667,201.333333333333
400,20 hp,2012,4,274,2475398,94,844224,180,1631174,2536510,560610,1975900,270,61.3333333333333,208.666666666667,2508009.33333333,581517.666666667,1926491.66666667,263.333333333333,63.3333333333333,200
401,20 hp,2012,5,284,2667898,20,233318,264,2434580,2546240.66666667,492808.666666667,2053432,277.333333333333,52.6666666666667,224.666666666667,2497163.66666667,540547.666666667,1956616,266,57,209
402,20 hp,2012,6,300,2893146,80,853200,220,2039946,2678814,643580.666666667,2035233.33333333,286,64.6666666666667,221.333333333333,2544246.33333333,571674.333333333,1972572,269.666666666667,58.6666666666667,211
403,20 hp,2012,7,260,2551608,44,528992,216,2022616,2704217.33333333,538503.333333333,2165714,281.333333333333,48,233.333333333333,2620363.66666667,549556.666666667,2070807,275.666666666667,54.6666666666667,221
404,20 hp,2012,8,220,2141516,44,494480,176,1647036,2528756.66666667,625557.333333333,1903199.33333333,260,56,204,2537498.66666667,559183,1978315.66666667,268.666666666667,54.3333333333333,214.333333333333
