RecordID,HP Category,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,r3mo_d_CAGI,r3mo_d_IR,r3mo_d_NonIR,r3mo_u_CAGI,r3mo_u_IR,r3mo_u_NonIR,r6mo_d_CAGI,r6mo_d_IR,r6mo_d_NonIR,r6mo_u_CAGI,r6mo_u_IR,r6mo_u_NonIR
1061,5 hp & less,2013,5,350,1235694,42,166652,308,1069042,1140010.66666667,175349.333333333,964661.333333333,303.333333333333,45.3333333333333,258,1091593,167611.333333333,923981.666666667,279.333333333333,43,236.333333333333
1062,5 hp & less,2013,6,344,1199750,52,198590,292,1001160,1228362,189376,1038986,343.333333333333,49.3333333333333,294,1056252.33333333,174488.333333333,881764,278.333333333333,45,233.333333333333
1063,5 hp & less,2013,7,288,1155644,76,293490,212,862154,1197029.33333333,219577.333333333,977452,327.333333333333,56.6666666666667,270.666666666667,1094598.33333333,197272,897326.333333333,288,51.3333333333333,236.666666666667
1064,5 hp & less,2013,8,348,1092918,16,70326,332,1022592,1149437.33333333,187468.666666667,961968.666666667,326.666666666667,48,278.666666666667,1144724,181409,963315,315,46.6666666666667,268.333333333333
1065,5 hp & less,2013,9,340,1144064,44,150970,296,993094,1130875.33333333,171595.333333333,959280,325.333333333333,45.3333333333333,280,1179618.66666667,180485.666666667,999133,334.333333333333,47.3333333333333,287
1066,5 hp & less,2013,10,356,1233688,52,210030,304,1023658,1156890,143775.333333333,1013114.66666667,348,37.3333333333333,310.666666666667,1176959.66666667,181676.333333333,995283.333333333,337.666666666667,47,290.666666666667
1067,5 hp & less,2013,11,282,1050416,74,313190,208,737226,1142722.66666667,224730,917992.666666667,326,56.6666666666667,269.333333333333,1146080,206099.333333333,939980.666666667,326.333333333333,52.3333333333333,274
1068,5 hp & less,2013,12,296,1198138,56,210728,240,987410,1160747.33333333,244649.333333333,916098,311.333333333333,60.6666666666667,250.666666666667,1145811.33333333,208122.333333333,937689,318.333333333333,53,265.333333333333
1069,5 hp & less,2014,1,268,1082484,29,118118,105,423124,1110346,214012,715920,282,53,184.333333333333,1133618,178893.666666667,864517.333333333,315,45.1666666666667,247.5
1070,5 hp & less,2014,2,336,1245266,70,288254,266,957012,1175296,205700,789182,300,51.6666666666667,203.666666666667,1159009.33333333,215215,853587.333333333,313,54.1666666666667,236.5
1071,5 hp & less,2014,3,300,1146936,60,237664,240,909272,1158228.66666667,214678.666666667,763136,301.333333333333,53,203.666666666667,1159488,229664,839617,306.333333333333,56.8333333333333,227.166666666667
1072,5 hp & less,2014,4,458,1464334,70,270520,388,1193814,1285512,265479.333333333,1020032.66666667,364.666666666667,66.6666666666667,298,1197929,239745.666666667,867976.333333333,323.333333333333,59.8333333333333,241.166666666667
1073,5 hp & less,2014,5,376,1410180,66,279182.6,310,1130997.4,1340483.33333333,262455.533333333,1078027.8,378,65.3333333333333,312.666666666667,1257889.66666667,234077.766666667,933604.9,339,58.5,258.166666666667
1074,5 hp & less,2014,6,478,1489226,56,229518.86,422,1259707.14,1454580,259740.486666667,1194839.51333333,437.333333333333,64,373.333333333333,1306404.33333333,237209.576666667,978987.756666667,369.333333333333,58.5,288.5
1075,5 hp & less,2014,7,,,,,,,966468.666666667,169567.153333333,796901.513333333,284.666666666667,40.6666666666667,244,1125990.33333333,217523.243333333,908467.09,324.666666666667,53.6666666666667,271
1076,5 hp & less,2014,8,,,,,,,496408.666666667,76506.2866666667,419902.38,159.333333333333,18.6666666666667,140.666666666667,918446,169480.91,748965.09,268.666666666667,42,226.666666666667
1077,5 hp & less,2014,9,,,,,,,0,0,0,0,0,0,727290,129870.243333333,597419.756666667,218.666666666667,32,186.666666666667
1078,5 hp & less,2014,10,,,,,,,0,0,0,0,0,0,483234.333333333,84783.5766666667,398450.756666667,142.333333333333,20.3333333333333,122
1079,5 hp & less,2014,11,,,,,,,0,0,0,0,0,0,248204.333333333,38253.1433333333,209951.19,79.6666666666667,9.33333333333333,70.3333333333333
1080,5 hp & less,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1081,50 hp,2009,1,254,3919802,44,551990,210,3367812,3919802,551990,3367812,254,44,210,653300.333333333,91998.3333333333,561302,42.3333333333333,7.33333333333333,35
1082,50 hp,2009,2,280,4617738,52,712264,228,3905474,4152447.33333333,605414.666666667,3547032.66666667,262.666666666667,46.6666666666667,216,1422923.33333333,210709,1212214.33333333,89,16,73
1083,50 hp,2009,3,256,3933052,56,742090,200,3190962,4156864,668781.333333333,3488082.66666667,263.333333333333,50.6666666666667,212.666666666667,2078432,334390.666666667,1744041.33333333,131.666666666667,25.3333333333333,106.333333333333
1084,50 hp,2009,4,204,3075318,54,730098,150,2345220,3875369.33333333,728150.666666667,3147218.66666667,246.666666666667,54,192.666666666667,2590985,456073.666666667,2134911.33333333,165.666666666667,34.3333333333333,131.333333333333
1085,50 hp,2009,5,182,2647176,44,580438,138,2066738,3218515.33333333,684208.666666667,2534306.66666667,214,51.3333333333333,162.666666666667,3032181,552813.333333333,2479367.66666667,196,41.6666666666667,154.333333333333
1086,50 hp,2009,6,192,2964310,44,552770,148,2411540,2895601.33333333,621102,2274499.33333333,192.666666666667,47.3333333333333,145.333333333333,3526232.66666667,644941.666666667,2881291,228,49,179
1087,50 hp,2009,7,150,2259956,30,382482,120,1877474,2623814,505230,2118584,174.666666666667,39.3333333333333,135.333333333333,3249591.66666667,616690.333333333,2632901.33333333,210.666666666667,46.6666666666667,164
1088,50 hp,2009,8,182,2767058,50,609688,132,2157370,2663774.66666667,514980,2148794.66666667,174.666666666667,41.3333333333333,133.333333333333,2941145,599594.333333333,2341550.66666667,194.333333333333,46.3333333333333,148
1089,50 hp,2009,9,204,3001366,38,489476,166,2511890,2676126.66666667,493882,2182244.66666667,178.666666666667,39.3333333333333,139.333333333333,2785864,557492,2228372,185.666666666667,43.3333333333333,142.333333333333
1090,50 hp,2009,10,230,3249418,66,831090,164,2418328,3005947.33333333,643418,2362529.33333333,205.333333333333,51.3333333333333,154,2814880.66666667,574324,2240556.66666667,190,45.3333333333333,144.666666666667
1091,50 hp,2009,11,300,4563970,54,794846,246,3769124,3604918,705137.333333333,2899780.66666667,244.666666666667,52.6666666666667,192,3134346.33333333,610058.666666667,2524287.66666667,209.666666666667,47,162.666666666667
1092,50 hp,2009,12,260,3948676,66,811738,194,3136938,3920688,812558,3108130,263.333333333333,62,201.333333333333,3298407.33333333,653220,2645187.33333333,221,50.6666666666667,170.333333333333
1093,50 hp,2010,1,258,3706320,62,792698,196,2913622,4072988.66666667,799760.666666667,3273228,272.666666666667,60.6666666666667,212,3539468,721589.333333333,2817878.66666667,239,56,183
1094,50 hp,2010,2,242,3668928,48,625126,194,3043802,3774641.33333333,743187.333333333,3031454,253.333333333333,58.6666666666667,194.666666666667,3689779.66666667,724162.333333333,2965617.33333333,249,55.6666666666667,193.333333333333
1095,50 hp,2010,3,312,4819784,78,1115556,234,3704228,4065010.66666667,844460,3220550.66666667,270.666666666667,62.6666666666667,208,3992849.33333333,828509,3164340.33333333,267,62.3333333333333,204.666666666667
1096,50 hp,2010,4,258,3728810,56,714434,202,3014376,4072507.33333333,818372,3254135.33333333,270.666666666667,60.6666666666667,210,4072748,809066.333333333,3263681.66666667,271.666666666667,60.6666666666667,211
1097,50 hp,2010,5,250,3663198,54,766072,196,2897126,4070597.33333333,865354,3205243.33333333,273.333333333333,62.6666666666667,210.666666666667,3922619.33333333,804270.666666667,3118348.66666667,263.333333333333,60.6666666666667,202.666666666667
1098,50 hp,2010,6,262,3958512,54,673610,208,3284902,3783506.66666667,718038.666666667,3065468,256.666666666667,54.6666666666667,202,3924258.66666667,781249.333333333,3143009.33333333,263.666666666667,58.6666666666667,205
1099,50 hp,2010,7,302,4450874,74,997092,228,3453782,4024194.66666667,812258,3211936.66666667,271.333333333333,60.6666666666667,210.666666666667,4048351,815315,3233036,271,60.6666666666667,210.333333333333
1100,50 hp,2010,8,332,5139688,92,1331882,240,3807806,4516358,1000861.33333333,3515496.66666667,298.666666666667,73.3333333333333,225.333333333333,4293477.66666667,933107.666666667,3360370,286,68,218
1101,50 hp,2010,9,398,6276814,92,1205316,306,5071498,5289125.33333333,1178096.66666667,4111028.66666667,344,86,258,4536316,948067.666666667,3588248.33333333,300.333333333333,70.3333333333333,230
1102,50 hp,2010,10,306,4461952,50,710260,256,3751692,5292818,1082486,4210332,345.333333333333,78,267.333333333333,4658506.33333333,947372,3711134.33333333,308.333333333333,69.3333333333333,239
1103,50 hp,2010,11,362,5597840,82,1103704,280,4494136,5445535.33333333,1006426.66666667,4439108.66666667,355.333333333333,74.6666666666667,280.666666666667,4980946.66666667,1003644,3977302.66666667,327,74,253
1104,50 hp,2010,12,384,5882374,116,1560708,268,4321666,5314055.33333333,1124890.66666667,4189164.66666667,350.666666666667,82.6666666666667,268,5301590.33333333,1151493.66666667,4150096.66666667,347.333333333333,84.3333333333333,263
1105,50 hp,2011,1,302,4548274,38,478356,264,4069918,5342829.33333333,1047589.33333333,4295240,349.333333333333,78.6666666666667,270.666666666667,5317823.66666667,1065037.66666667,4252786,347.333333333333,78.3333333333333,269
1106,50 hp,2011,2,302,4753918,62,863758,240,3890160,5061522,967607.333333333,4093914.66666667,329.333333333333,72,257.333333333333,5253528.66666667,987017,4266511.66666667,342.333333333333,73.3333333333333,269
1107,50 hp,2011,3,406,6518150,88,1285378,318,5232772,5273447.33333333,875830.666666667,4397616.66666667,336.666666666667,62.6666666666667,274,5293751.33333333,1000360.66666667,4293390.66666667,343.666666666667,72.6666666666667,271
1108,50 hp,2011,4,306,5194048,64,944776,242,4249272,5488705.33333333,1031304,4457401.33333333,338,71.3333333333333,266.666666666667,5415767.33333333,1039446.66666667,4376320.66666667,343.666666666667,75,268.666666666667
1109,50 hp,2011,5,356,6135070,72,1097874,284,5037196,5949089.33333333,1109342.66666667,4839746.66666667,356,74.6666666666667,281.333333333333,5505305.66666667,1038475,4466830.66666667,342.666666666667,73.3333333333333,269.333333333333
1110,50 hp,2011,6,370,6131964,102,1427012,268,4704952,5820360.66666667,1156554,4663806.66666667,344,79.3333333333333,264.666666666667,5546904,1016192.33333333,4530711.66666667,340.333333333333,71,269.333333333333
1111,50 hp,2011,7,346,5451130,74,1005558,272,4445572,5906054.66666667,1176814.66666667,4729240,357.333333333333,82.6666666666667,274.666666666667,5697380,1104059.33333333,4593320.66666667,347.666666666667,77,270.666666666667
1112,50 hp,2011,8,366,5844584,84,1258978,282,4585606,5809226,1230516,4578710,360.666666666667,86.6666666666667,274,5879157.66666667,1169929.33333333,4709228.33333333,358.333333333333,80.6666666666667,277.666666666667
1113,50 hp,2011,9,358,5595192,72,1082584,286,4512608,5630302,1115706.66666667,4514595.33333333,356.666666666667,76.6666666666667,280,5725331.33333333,1136130.33333333,4589201,350.333333333333,78,272.333333333333
1114,50 hp,2011,10,362,5936086,68,989222,294,4946864,5791954,1110261.33333333,4681692.66666667,362,74.6666666666667,287.333333333333,5849004.33333333,1143538,4705466.33333333,359.666666666667,78.6666666666667,281
1115,50 hp,2011,11,370,5937344,80,1122386,290,4814958,5822874,1064730.66666667,4758143.33333333,363.333333333333,73.3333333333333,290,5816050,1147623.33333333,4668426.66666667,362,80,282
1116,50 hp,2011,12,384,6391002,78,1149494,306,5241508,6088144,1087034,5001110,372,75.3333333333333,296.666666666667,5859223,1101370.33333333,4757852.66666667,364.333333333333,76,288.333333333333
1117,50 hp,2012,1,336,5687754,46,569284,290,5118470,6005366.66666667,947054.666666667,5058312,363.333333333333,68,295.333333333333,5898660.33333333,1028658,4870002.33333333,362.666666666667,71.3333333333333,291.333333333333
1118,50 hp,2012,2,370,6007770,50,623634,320,5384136,6028842,780804,5248038,363.333333333333,58,305.333333333333,5925858,922767.333333333,5003090.66666667,363.333333333333,65.6666666666667,297.666666666667
1119,50 hp,2012,3,476,7804960,82,1090412,394,6714548,6500161.33333333,761110,5739051.33333333,394,59.3333333333333,334.666666666667,6294152.66666667,924072,5370080.66666667,383,67.3333333333333,315.666666666667
1120,50 hp,2012,4,326,5451968,54,700008,272,4751960,6421566,804684.666666667,5616881.33333333,390.666666666667,62,328.666666666667,6213466.33333333,875869.666666667,5337596.66666667,377,65,312
1121,50 hp,2012,5,384,6575804,56,889562,328,5686242,6610910.66666667,893327.333333333,5717583.33333333,395.333333333333,64,331.333333333333,6319876.33333333,837065.666666667,5482810.66666667,379.333333333333,61,318.333333333333
1122,50 hp,2012,6,450,7357734,122,1765102,328,5592632,6461835.33333333,1118224,5343611.33333333,386.666666666667,77.3333333333333,309.333333333333,6480998.33333333,939667,5541331.33333333,390.333333333333,68.3333333333333,322
1123,50 hp,2012,7,370,5972956,70,1009714,300,4963242,6635498,1221459.33333333,5414038.66666667,401.333333333333,82.6666666666667,318.666666666667,6528532,1013072,5515460,396,72.3333333333333,323.666666666667
1124,50 hp,2012,8,376,6084158,82,1116374,294,4967784,6471616,1297063.33333333,5174552.66666667,398.666666666667,91.3333333333333,307.333333333333,6541263.33333333,1095195.33333333,5446068,397,77.6666666666667,319.333333333333
1125,50 hp,2012,9,372,6081534,54,794114,318,5287420,6046216,973400.666666667,5072815.33333333,372.666666666667,68.6666666666667,304,6254025.66666667,1045812.33333333,5208213.33333333,379.666666666667,73,306.666666666667
1126,50 hp,2012,10,368,6196544,82,1199434,286,4997110,6120745.33333333,1036640.66666667,5084104.66666667,372,72.6666666666667,299.333333333333,6378121.66666667,1129050,5249071.66666667,386.666666666667,77.6666666666667,309
1127,50 hp,2012,11,404,6831908,94,1364836,310,5467072,6369995.33333333,1119461.33333333,5250534,381.333333333333,76.6666666666667,304.666666666667,6420805.66666667,1208262.33333333,5212543.33333333,390,84,306
1128,50 hp,2012,12,414,6929066,70,1033880,344,5895186,6652506,1199383.33333333,5453122.66666667,395.333333333333,82,313.333333333333,6349361,1086392,5262969,384,75.3333333333333,308.666666666667
1129,50 hp,2013,1,380,6472808,76,1153892,304,5318916,6744594,1184202.66666667,5560391.33333333,399.333333333333,80,319.333333333333,6432669.66666667,1110421.66666667,5322248,385.666666666667,76.3333333333333,309.333333333333
1130,50 hp,2013,2,344,5688872,92,1310192,252,4378680,6363582,1165988,5197594,379.333333333333,79.3333333333333,300,6366788.66666667,1142724.66666667,5224064,380.333333333333,78,302.333333333333
1131,50 hp,2013,3,354,5865186,66,978798,288,4886388,6008955.33333333,1147627.33333333,4861328,359.333333333333,78,281.333333333333,6330730.66666667,1173505.33333333,5157225.33333333,377.333333333333,80,297.333333333333
1132,50 hp,2013,4,390,6573460,74,1210636,316,5362824,6042506,1166542,4875964,362.666666666667,77.3333333333333,285.333333333333,6393550,1175372.33333333,5218177.66666667,381,78.6666666666667,302.333333333333
1133,50 hp,2013,5,422,7134412,94,1508640,328,5625772,6524352.66666667,1232691.33333333,5291661.33333333,388.666666666667,78,310.666666666667,6443967.33333333,1199339.66666667,5244627.66666667,384,78.6666666666667,305.333333333333
1134,50 hp,2013,6,404,6559814,98,1508988,306,5050826,6755895.33333333,1409421.33333333,5346474,405.333333333333,88.6666666666667,316.666666666667,6382425.33333333,1278524.33333333,5103901,382.333333333333,83.3333333333333,299
1135,50 hp,2013,7,416,6902458,92,1564696,324,5337762,6865561.33333333,1527441.33333333,5338120,414,94.6666666666667,319.333333333333,6454033.66666667,1346991.66666667,5107042,388.333333333333,86,302.333333333333
1136,50 hp,2013,8,376,6238038,76,1217982,300,5020056,6566770,1430555.33333333,5136214.66666667,398.666666666667,88.6666666666667,310,6545561.33333333,1331623.33333333,5213938,393.666666666667,83.3333333333333,310.333333333333
1137,50 hp,2013,9,358,5877286,78,1163886,280,4713400,6339260.66666667,1315521.33333333,5023739.33333333,383.333333333333,82,301.333333333333,6547578,1362471.33333333,5185106.66666667,394.333333333333,85.3333333333333,309
1138,50 hp,2013,10,344,5846008,50,781240,294,5064768,5987110.66666667,1054369.33333333,4932741.33333333,359.333333333333,68,291.333333333333,6426336,1290905.33333333,5135430.66666667,386.666666666667,81.3333333333333,305.333333333333
1139,50 hp,2013,11,334,5366044,62,849790,272,4516254,5696446,931638.666666667,4764807.33333333,345.333333333333,63.3333333333333,282,6131608,1181097,4950511,372,76,296
1140,50 hp,2013,12,456,7902318,94,1527704,362,6374614,6371456.66666667,1052911.33333333,5318545.33333333,378,68.6666666666667,309.333333333333,6355358.66666667,1184216.33333333,5171142.33333333,380.666666666667,75.3333333333333,305.333333333333
1141,50 hp,2014,1,368,6415606,62,938512,306,5477094,6561322.66666667,1105335.33333333,5455987.33333333,386,72.6666666666667,313.333333333333,6274216.66666667,1079852.33333333,5194364.33333333,372.666666666667,70.3333333333333,302.333333333333
1142,50 hp,2014,2,454,7785862,114,1901480,340,5884382,7367928.66666667,1455898.66666667,5912030,426,90,336,6532187.33333333,1193768.66666667,5338418.66666667,385.666666666667,76.6666666666667,309
1143,50 hp,2014,3,416,7322804,64,968792,352,6354012,7174757.33333333,1269594.66666667,5905162.66666667,412.666666666667,80,332.666666666667,6773107,1161253,5611854,395.333333333333,74.3333333333333,321
1144,50 hp,2014,4,460,8570106,80,1303718,380,7266388,7892924,1391330,6501594,443.333333333333,86,357.333333333333,7227123.33333333,1248332.66666667,5978790.66666667,414.666666666667,79.3333333333333,335.333333333333
1145,50 hp,2014,5,422,7545888,84,1385257.6,338,6160630.4,7812932.66666667,1219255.86666667,6593676.8,432.666666666667,76,356.666666666667,7590430.66666667,1337577.26666667,6252853.4,429.333333333333,83,346.333333333333
1146,50 hp,2014,6,464,7776294,92,1525567.06,372,6250726.94,7964096,1404847.55333333,6559248.44666667,448.666666666667,85.3333333333333,363.333333333333,7569426.66666667,1337221.11,6232205.55666667,430.666666666667,82.6666666666667,348
1147,50 hp,2014,7,,,,,,,5107394,970274.886666667,4137119.11333333,295.333333333333,58.6666666666667,236.666666666667,6500159,1180802.44333333,5319356.55666667,369.333333333333,72.3333333333333,297
1148,50 hp,2014,8,,,,,,,2592098,508522.353333333,2083575.64666667,154.666666666667,30.6666666666667,124,5202515.33333333,863889.11,4338626.22333333,293.666666666667,53.3333333333333,240.333333333333
1149,50 hp,2014,9,,,,,,,0,0,0,0,0,0,3982048,702423.776666667,3279624.22333333,224.333333333333,42.6666666666667,181.666666666667
1150,50 hp,2014,10,,,,,,,0,0,0,0,0,0,2553697,485137.443333333,2068559.55666667,147.666666666667,29.3333333333333,118.333333333333
1151,50 hp,2014,11,,,,,,,0,0,0,0,0,0,1296049,254261.176666667,1041787.82333333,77.3333333333333,15.3333333333333,62
1152,50 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1153,60 hp,2009,1,100,1901496,22,384884,78,1516612,1901496,384884,1516612,100,22,78,316916,64147.3333333333,252768.666666667,16.6666666666667,3.66666666666667,13
1154,60 hp,2009,2,76,1436594,24,452200,52,984394,1746528.66666667,407322.666666667,1339206,92,22.6666666666667,69.3333333333333,556348.333333333,139514,416834.333333333,29.3333333333333,7.66666666666667,21.6666666666667
1155,60 hp,2009,3,80,1492730,12,219594,68,1273136,1610273.33333333,352226,1258047.33333333,85.3333333333333,19.3333333333333,66,805136.666666667,176113,629023.666666667,42.6666666666667,9.66666666666667,33
1156,60 hp,2009,4,80,1896112,24,453960,56,1442152,1608478.66666667,375251.333333333,1233227.33333333,78.6666666666667,20,58.6666666666667,1121155.33333333,251773,869382.333333333,56,13.6666666666667,42.3333333333333
1157,60 hp,2009,5,72,1309250,28,506964,44,802286,1566030.66666667,393506,1172524.66666667,77.3333333333333,21.3333333333333,56,1339363.66666667,336267,1003096.66666667,68,18.3333333333333,49.6666666666667
1158,60 hp,2009,6,90,1827938,10,208366,80,1619572,1677766.66666667,389763.333333333,1288003.33333333,80.6666666666667,20.6666666666667,60,1644020,370994.666666667,1273025.33333333,83,20,63
1159,60 hp,2009,7,68,1245344,18,300068,50,945276,1460844,338466,1122378,76.6666666666667,18.6666666666667,58,1534661.33333333,356858.666666667,1177802.66666667,77.6666666666667,19.3333333333333,58.3333333333333
1160,60 hp,2009,8,74,1290382,24,405538,50,884844,1454554.66666667,304657.333333333,1149897.33333333,77.3333333333333,17.3333333333333,60,1510292.66666667,349081.666666667,1161211,77.3333333333333,19.3333333333333,58
1161,60 hp,2009,9,98,1796458,20,367070,78,1429388,1444061.33333333,357558.666666667,1086502.66666667,80,20.6666666666667,59.3333333333333,1560914,373661,1187253,80.3333333333333,20.6666666666667,59.6666666666667
1162,60 hp,2009,10,80,1477672,12,221622,68,1256050,1521504,331410,1190094,84,18.6666666666667,65.3333333333333,1491174,334938,1156236,80.3333333333333,18.6666666666667,61.6666666666667
1163,60 hp,2009,11,62,1056908,14,248240,48,808668,1443679.33333333,278977.333333333,1164702,80,15.3333333333333,64.6666666666667,1449117,291817.333333333,1157299.66666667,78.6666666666667,16.3333333333333,62.3333333333333
1164,60 hp,2009,12,64,1229510,8,146546,56,1082964,1254696.66666667,205469.333333333,1049227.33333333,68.6666666666667,11.3333333333333,57.3333333333333,1349379,281514,1067865,74.3333333333333,16,58.3333333333333
1165,60 hp,2010,1,48,975122,12,231924,36,743198,1087180,208903.333333333,878276.666666667,58,11.3333333333333,46.6666666666667,1304342,270156.666666667,1034185.33333333,71,15,56
1166,60 hp,2010,2,46,846112,6,109312,40,736800,1016914.66666667,162594,854320.666666667,52.6666666666667,8.66666666666667,44,1230297,220785.666666667,1009511.33333333,66.3333333333333,12,54.3333333333333
1167,60 hp,2010,3,94,1670172,34,558892,60,1111280,1163802,300042.666666667,863759.333333333,62.6666666666667,17.3333333333333,45.3333333333333,1209249.33333333,252756,956493.333333333,65.6666666666667,14.3333333333333,51.3333333333333
1168,60 hp,2010,4,106,1972836,30,520840,76,1451996,1496373.33333333,396348,1100025.33333333,82,23.3333333333333,58.6666666666667,1291776.66666667,302625.666666667,989151,70,17.3333333333333,52.6666666666667
1169,60 hp,2010,5,82,1484862,24,412698,58,1072164,1709290,497476.666666667,1211813.33333333,94,29.3333333333333,64.6666666666667,1363102.33333333,330035.333333333,1033067,73.3333333333333,19,54.3333333333333
1170,60 hp,2010,6,88,1578540,26,487064,62,1091476,1678746,473534,1205212,92,26.6666666666667,65.3333333333333,1421274,386788.333333333,1034485.66666667,77.3333333333333,22,55.3333333333333
1171,60 hp,2010,7,78,1418784,30,524652,48,894132,1494062,474804.666666667,1019257.33333333,82.6666666666667,26.6666666666667,56,1495217.66666667,435576.333333333,1059641.33333333,82.3333333333333,25,57.3333333333333
1172,60 hp,2010,8,88,1718468,24,439100,64,1279368,1571930.66666667,483605.333333333,1088325.33333333,84.6666666666667,26.6666666666667,58,1640610.33333333,490541,1150069.33333333,89.3333333333333,28,61.3333333333333
1173,60 hp,2010,9,86,1571644,32,500400,54,1071244,1569632,488050.666666667,1081581.33333333,84,28.6666666666667,55.3333333333333,1624189,480792.333333333,1143396.66666667,88,27.6666666666667,60.3333333333333
1174,60 hp,2010,10,84,1650918,30,499618,54,1151300,1647010,479706,1167304,86,28.6666666666667,57.3333333333333,1570536,477255.333333333,1093280.66666667,84.3333333333333,27.6666666666667,56.6666666666667
1175,60 hp,2010,11,114,2166928,34,584888,80,1582040,1796496.66666667,528302,1268194.66666667,94.6666666666667,32,62.6666666666667,1684213.66666667,505953.666666667,1178260,89.6666666666667,29.3333333333333,60.3333333333333
1176,60 hp,2010,12,108,1966348,40,710772,68,1255576,1928064.66666667,598426,1329638.66666667,102,34.6666666666667,67.3333333333333,1748848.33333333,543238.333333333,1205610,93,31.6666666666667,61.3333333333333
1177,60 hp,2011,1,70,1278200,26,458688,44,819512,1803825.33333333,584782.666666667,1219042.66666667,97.3333333333333,33.3333333333333,64,1725417.66666667,532244.333333333,1193173.33333333,91.6666666666667,31,60.6666666666667
1178,60 hp,2011,2,56,1039688,10,180402,46,859286,1428078.66666667,449954,978124.666666667,78,25.3333333333333,52.6666666666667,1612287.66666667,489128,1123159.66666667,86.3333333333333,28.6666666666667,57.6666666666667
1179,60 hp,2011,3,100,1913082,18,365154,82,1547928,1410323.33333333,334748,1075575.33333333,75.3333333333333,18,57.3333333333333,1669194,466587,1202607,88.6666666666667,26.3333333333333,62.3333333333333
1180,60 hp,2011,4,80,1494780,24,439822,56,1054958,1482516.66666667,328459.333333333,1154057.33333333,78.6666666666667,17.3333333333333,61.3333333333333,1643171,456621,1186550,88,25.3333333333333,62.6666666666667
1181,60 hp,2011,5,96,1824418,30,533066,66,1291352,1744093.33333333,446014,1298079.33333333,92,24,68,1586086,447984,1138102,85,24.6666666666667,60.3333333333333
1182,60 hp,2011,6,106,2088762,22,389842,84,1698920,1802653.33333333,454243.333333333,1348410,94,25.3333333333333,68.6666666666667,1606488.33333333,394495.666666667,1211992.66666667,84.6666666666667,21.6666666666667,63
1183,60 hp,2011,7,88,1716942,16,293772,72,1423170,1876707.33333333,405560,1471147.33333333,96.6666666666667,22.6666666666667,74,1679612,367009.666666667,1312602.33333333,87.6666666666667,20,67.6666666666667
1184,60 hp,2011,8,120,2547566,14,274316,106,2273250,2117756.66666667,319310,1798446.66666667,104.666666666667,17.3333333333333,87.3333333333333,1930925,382662,1548263,98.3333333333333,20.6666666666667,77.6666666666667
1185,60 hp,2011,9,66,1321838,18,353852,48,967986,1862115.33333333,307313.333333333,1554802,91.3333333333333,16,75.3333333333333,1832384.33333333,380778.333333333,1451606,92.6666666666667,20.6666666666667,72
1186,60 hp,2011,10,108,2114564,24,434392,84,1680172,1994656,354186.666666667,1640469.33333333,98,18.6666666666667,79.3333333333333,1935681.66666667,379873.333333333,1555808.33333333,97.3333333333333,20.6666666666667,76.6666666666667
1187,60 hp,2011,11,122,2445116,22,438160,100,2006956,1960506,408801.333333333,1551704.66666667,98.6666666666667,21.3333333333333,77.3333333333333,2039131.33333333,364055.666666667,1675075.66666667,101.666666666667,19.3333333333333,82.3333333333333
1188,60 hp,2011,12,112,2399724,22,407912,90,1991812,2319801.33333333,426821.333333333,1892980,114,22.6666666666667,91.3333333333333,2090958.33333333,367067.333333333,1723891,102.666666666667,19.3333333333333,83.3333333333333
1189,60 hp,2012,1,64,1308158,6,109072,58,1199086,2050999.33333333,318381.333333333,1732618,99.3333333333333,16.6666666666667,82.6666666666667,2022827.66666667,336284,1686543.66666667,98.6666666666667,17.6666666666667,81
1190,60 hp,2012,2,104,2207362,12,224258,92,1983104,1971748,247080.666666667,1724667.33333333,93.3333333333333,13.3333333333333,80,1966127,327941,1638186,96,17.3333333333333,78.6666666666667
1191,60 hp,2012,3,112,2317074,20,362426,92,1954648,1944198,231918.666666667,1712279.33333333,93.3333333333333,12.6666666666667,80.6666666666667,2131999.66666667,329370,1802629.66666667,103.666666666667,17.6666666666667,86
1192,60 hp,2012,4,92,1707480,30,543902,62,1163578,2077305.33333333,376862,1700443.33333333,102.666666666667,20.6666666666667,82,2064152.33333333,347621.666666667,1716530.66666667,101,18.6666666666667,82.3333333333333
1193,60 hp,2012,5,108,2238784,18,356898,90,1881886,2087779.33333333,421075.333333333,1666704,104,22.6666666666667,81.3333333333333,2029763.66666667,334078,1695685.66666667,98.6666666666667,18,80.6666666666667
1194,60 hp,2012,6,108,2208034,18,365356,90,1842678,2051432.66666667,422052,1629380.66666667,102.666666666667,22,80.6666666666667,1997815.33333333,326985.333333333,1670830,98,17.3333333333333,80.6666666666667
1195,60 hp,2012,7,100,2007490,10,177054,90,1830436,2151436,299769.333333333,1851666.66666667,105.333333333333,15.3333333333333,90,2114370.66666667,338315.666666667,1776055,104,18,86
1196,60 hp,2012,8,110,2207896,26,490570,84,1717326,2141140,344326.666666667,1796813.33333333,106,18,88,2114459.66666667,382701,1731758.66666667,105,20.3333333333333,84.6666666666667
